Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link,Wikipedia Link
Q105971314,Germain Primes,,,,,,,,,,,,,Sophie Germain prime,http://planetmath.org/sophiegermainprime,https://en.wikipedia.org/wiki/Safe%20and%20Sophie%20Germain%20primes
Q1060137,Hamilton–Jacobi equation,,,,,,,,,,,Hamilton-Jacobi equation,https://ncatlab.org/nlab/show/Hamilton-Jacobi+equation,,,https://en.wikipedia.org/wiki/Hamilton%E2%80%93Jacobi%20equation
Q1060144,Gaugino,,,,,,,,,,,gaugino,https://ncatlab.org/nlab/show/gaugino,,,https://en.wikipedia.org/wiki/Gaugino
Q1060321,Gaussian integral,,,,,,,,,,,Gaussian integral,https://ncatlab.org/nlab/show/Gaussian+integral,,,https://en.wikipedia.org/wiki/Gaussian%20integral
Q1060372,Envelope (mathematics),,,,,,,,,,,,,envelope of a function,http://planetmath.org/envelopeofafunction,https://en.wikipedia.org/wiki/Envelope%20%28mathematics%29
Q10614739,Incenter,,,,,,,,,,,,,incenter,http://planetmath.org/incenter,https://en.wikipedia.org/wiki/Incenter
Q10615255,Incircle and excircles,,,,,,,,,,,,,incircle,http://planetmath.org/incircle,https://en.wikipedia.org/wiki/Incircle%20and%20excircles
Q10621500,Orthocenter,,,,,,,,,,,,,orthocenter,http://planetmath.org/orthocenter,https://en.wikipedia.org/wiki/Orthocenter
Q1062242,Grothendieck topology,,,,,,,,,,,site,https://ncatlab.org/nlab/show/site,,,https://en.wikipedia.org/wiki/Grothendieck%20topology
Q1062934,Character (mathematics),,,,,,,,,character,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RepresentationTheory/Character.html#FDRep.character,character,https://ncatlab.org/nlab/show/character,character,http://planetmath.org/character,https://en.wikipedia.org/wiki/Character%20%28mathematics%29
Q1062978,Characteristic class,,,,,,,,,,,characteristic class,https://ncatlab.org/nlab/show/characteristic+class,,,https://en.wikipedia.org/wiki/Characteristic%20class
Q106323967,Semisimple,,,,,,,,,,,semisimple object,https://ncatlab.org/nlab/show/semisimple+object,completely reducible,http://planetmath.org/completelyreducible,https://en.wikipedia.org/wiki/Semi-simplicity
Q1063579,Dirichlet character,,,,,,,,,,,Dirichlet character,https://ncatlab.org/nlab/show/Dirichlet+character,Dirichlet character,http://planetmath.org/dirichletcharacter,https://en.wikipedia.org/wiki/Dirichlet%20character
Q1064218,Schur decomposition,,,,,,,,,,,,,Schur decomposition,http://planetmath.org/schurdecomposition,https://en.wikipedia.org/wiki/Schur%20decomposition
Q1064276,Faithful functor,full and faithful functor,https://arxiv.org/pdf/1612.09375#page=42,,,categories:fully-faithful-functors,https://www.clowderproject.com/tag/0129.html,faithful functor,https://emilyriehl.github.io/files/context.pdf#page=48,,,full functor,https://ncatlab.org/nlab/show/full+functor,,,https://en.wikipedia.org/wiki/Full%20and%20faithful%20functors
Q1064342,Snake lemma,,,,,,,,,,,snake lemma,https://ncatlab.org/nlab/show/snake+lemma,,,https://en.wikipedia.org/wiki/Snake%20lemma
Q1064405,Parity of a permutation,,,sign of permutation,https://mathgloss.github.io/MathGloss/chicago/sign_of_permutation,,,,,,,signature of a permutation,https://ncatlab.org/nlab/show/signature+of+a+permutation,signature of a permutation,http://planetmath.org/signatureofapermutation,https://en.wikipedia.org/wiki/Parity%20of%20a%20permutation
Q1064500,Symplectic manifold,,,,,,,,,,,symplectic manifold,https://ncatlab.org/nlab/show/symplectic+manifold,symplectic manifold,http://planetmath.org/symplecticmanifold,https://en.wikipedia.org/wiki/Symplectic%20manifold
Q1065144,Matching (graph theory),,,,,,,,,matching,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/Matching.html#SimpleGraph.Subgraph.IsMatching,,,matching,http://planetmath.org/matching,https://en.wikipedia.org/wiki/Matching%20%28graph%20theory%29
Q1065257,Squeeze theorem,,,,,,,,,,,,,squeeze rule,http://planetmath.org/squeezerule,https://en.wikipedia.org/wiki/Squeeze%20theorem
Q10656,Hall effect,,,,,,,,,,,Hall effect,https://ncatlab.org/nlab/show/Hall+effect,,,https://en.wikipedia.org/wiki/Hall%20effect
Q106584784,Total relation,,,,,conditions-on-relations:total-relations,https://www.clowderproject.com/tag/00JK.html,,,,,total relation,https://ncatlab.org/nlab/show/total+relation,,,https://en.wikipedia.org/wiki/Total%20relation
Q1065883,Majorana particle,,,,,,,,,,,Majorana zero mode,https://ncatlab.org/nlab/show/Majorana+zero+mode,,,https://en.wikipedia.org/wiki/Majorana%20fermion
Q1065966,Isomorphism theorems,,,,,,,,,third isomorphism theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/GroupTheory/QuotientGroup/Basic.html#QuotientGroup.quotientQuotientEquivQuotient,,,third isomorphism theorem,http://planetmath.org/thirdisomorphismtheorem,https://en.wikipedia.org/wiki/Isomorphism%20theorems
Q1065997,Proton decay,,,,,,,,,,,proton decay,https://ncatlab.org/nlab/show/proton+decay,,,https://en.wikipedia.org/wiki/Proton%20decay
Q1066266,Vector calculus identities,,,,,,,,,,,,,vector identities,http://planetmath.org/vectoridentities,https://en.wikipedia.org/wiki/Vector%20calculus%20identities
Q1066449,Poincaré group,,,,,,,,,,,Poincaré group,https://ncatlab.org/nlab/show/Poincar%C3%A9+group,,,https://en.wikipedia.org/wiki/Poincar%C3%A9%20group
Q106667,Super fluids,,,,,,,,,,,superfluid,https://ncatlab.org/nlab/show/superfluid,,,https://en.wikipedia.org/wiki/Superfluidity
Q106671513,Ultrafilter lemma,,,,,,,ultrafilter,https://emilyriehl.github.io/files/context.pdf#page=176,,,ultrafilter,https://ncatlab.org/nlab/show/ultrafilter,ultrafilter,http://planetmath.org/ultrafilter,https://en.wikipedia.org/wiki/Ultrafilter%20on%20a%20set
Q1066790,Inscribed figure,,,,,,,,,,,,,inscribe,http://planetmath.org/inscribe,https://en.wikipedia.org/wiki/Inscribed%20figure
Q106707223,Hopfion,,,,,,,,,,,Hopfion,https://ncatlab.org/nlab/show/Hopfion,,,https://en.wikipedia.org/wiki/Hopfion
Q1067156,Dominated convergence theorem,,,,,,,,,dominated convergence theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Integral/DominatedConvergence.html#MeasureTheory.tendsto_integral_of_dominated_convergence,,,dominated convergence theorem,http://planetmath.org/dominatedconvergencetheorem,https://en.wikipedia.org/wiki/Dominated%20convergence%20theorem
Q1068049,Cartan connection,,,,,,,,,,,Cartan geometry,https://ncatlab.org/nlab/show/Cartan+geometry,,,https://en.wikipedia.org/wiki/Cartan%20connection
Q1068085,Closed graph theorem,,,,,,,,,,,closed graph theorem,https://ncatlab.org/nlab/show/closed+graph+theorem,closed graph theorem,http://planetmath.org/closedgraphtheorem,https://en.wikipedia.org/wiki/Closed%20graph%20theorem
Q1068118,Fatou's lemma,,,,,,,,,Fatou's lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Integral/Lebesgue/Add.html#MeasureTheory.lintegral_liminf_le,,,Fatou’s lemma,http://planetmath.org/fatouslemma,https://en.wikipedia.org/wiki/Fatou%27s%20lemma
Q1068283,Löwenheim–Skolem theorem,,,,,,,,,Löwenheim-Skolem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/ModelTheory/Satisfiability.html#FirstOrder.Language.exists_elementaryEmbedding_card_eq,Löwenheim-Skolem theorem,https://ncatlab.org/nlab/show/L%C3%B6wenheim-Skolem+theorem,upward Lowenheim-Skolem theorem,http://planetmath.org/upwardlowenheimskolemtheorem,https://en.wikipedia.org/wiki/L%C3%B6wenheim%E2%80%93Skolem%20theorem
Q1068385,Clairaut's theorem (gravity),,,,,,,,,,,,,Clairaut’s theorem,http://planetmath.org/clairautstheorem,https://en.wikipedia.org/wiki/Clairaut%27s%20theorem%20%28gravity%29
Q1068479,Chauvenet Prize,,,,,,,,,,,,,Chauvenet Prize,http://planetmath.org/chauvenetprize,https://en.wikipedia.org/wiki/Chauvenet%20Prize
Q1068675,Polynomial long division,,,,,,,,,,,,,polynomial long division,http://planetmath.org/polynomiallongdivision,https://en.wikipedia.org/wiki/Polynomial%20long%20division
Q1068747,Kerr metric,,,,,,,,,,,Kerr spacetime,https://ncatlab.org/nlab/show/Kerr+spacetime,,,https://en.wikipedia.org/wiki/Kerr%20metric
Q1068763,Laws of Logic,,,,,,,,,,,,,inference rule,http://planetmath.org/inferencerule,https://en.wikipedia.org/wiki/Rule%20of%20inference
Q1068976,Hilbert's Nullstellensatz,,,,,,,Hilbert's Nullstellensatz,https://emilyriehl.github.io/files/context.pdf#page=147,Nullstellensatz,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Nullstellensatz.html#MvPolynomial.vanishingIdeal_zeroLocus_eq_radical,Nullstellensatz,https://ncatlab.org/nlab/show/Nullstellensatz,,,https://en.wikipedia.org/wiki/Hilbert%27s%20Nullstellensatz
Q1069099,Payoff matrix,,,normal-form game,https://mathgloss.github.io/MathGloss/chicago/normal-form_game,,,,,,,,,normal form game,http://planetmath.org/normalformgame,https://en.wikipedia.org/wiki/Normal-form%20game
Q10693,Periodic Table,,,,,,,,,,,periodic table of chemical elements,https://ncatlab.org/nlab/show/periodic+table+of+chemical+elements,,,https://en.wikipedia.org/wiki/Periodic%20table
Q1069378,Weyl algebra,,,,,,,,,,,Weyl algebra,https://ncatlab.org/nlab/show/Weyl+algebra,Weyl algebra,http://planetmath.org/weylalgebra,https://en.wikipedia.org/wiki/Weyl%20algebra
Q1069516,Leibniz's notation for differentiation,,,,,,,,,,,,,Leibniz notation,http://planetmath.org/leibniznotation,https://en.wikipedia.org/wiki/Leibniz%27s%20notation
Q1069818,Chern class,,,,,,,,,,,first Chern class,https://ncatlab.org/nlab/show/first+Chern+class,,,https://en.wikipedia.org/wiki/Chern%20class
Q1069891,Transfinite number,,,,,,,,,,,infinite number,https://ncatlab.org/nlab/show/infinite+number,,,https://en.wikipedia.org/wiki/Transfinite%20number
Q1070472,Product topology,,,,,,,,,,,,,product topology,http://planetmath.org/producttopology,https://en.wikipedia.org/wiki/Product%20topology
Q1071004,Chi-squared test,,,,,,,,,,,,,chi-squared statistic,http://planetmath.org/chisquaredstatistic,https://en.wikipedia.org/wiki/Chi-squared%20test
Q1071077,Primorials,,,,,,,,,,,,,primorial,http://planetmath.org/primorial,https://en.wikipedia.org/wiki/Primorial
Q1071270,Inverse chain rule method,,,,,,,,,change of variables formula,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Function/Jacobian.html#MeasureTheory.integral_image_eq_integral_abs_det_fderiv_smul,,,substitution for integration,http://planetmath.org/substitutionforintegration,https://en.wikipedia.org/wiki/Integration%20by%20substitution
Q1071795,Normal space,,,,,,,,,,,perfectly normal space,https://ncatlab.org/nlab/show/perfectly+normal+space,completely normal,http://planetmath.org/completelynormal,https://en.wikipedia.org/wiki/Normal%20space
Q107223533,Relation (math),relation,https://arxiv.org/pdf/1612.09375#page=136,,,relations:relations,https://www.clowderproject.com/tag/00HG.html,relation,https://emilyriehl.github.io/files/context.pdf#page=121,,,relation,https://ncatlab.org/nlab/show/relation,relation,http://planetmath.org/relation,https://en.wikipedia.org/wiki/Relation%20%28mathematics%29
Q1072412,Weierstrass M-test,,,,,,,,,,,,,Weierstrass M-test,http://planetmath.org/weierstrassmtest,https://en.wikipedia.org/wiki/Weierstrass%20M-test
Q1072771,Möbius inversion formula,,,,,,,,,,,Möbius inversion,https://ncatlab.org/nlab/show/M%C3%B6bius+inversion,Möbius inversion,http://planetmath.org/mobiusinversion,https://en.wikipedia.org/wiki/M%C3%B6bius%20inversion%20formula
Q107342,Syllogism,,,,,,,,,,,syllogism,https://ncatlab.org/nlab/show/syllogism,,,https://en.wikipedia.org/wiki/Syllogism
Q107427296,Condensed mathematics,,,,,,,,,,,liquid vector space,https://ncatlab.org/nlab/show/liquid+vector+space,,,https://en.wikipedia.org/wiki/Condensed%20mathematics
Q107472979,Orientation (vector space),,,,,,,,,,,,,sense-preserving mapping,http://planetmath.org/sensepreservingmapping,https://en.wikipedia.org/wiki/Orientation%20%28vector%20space%29
Q107490138,Bicomplex,,,,,,,,,,,double complex,https://ncatlab.org/nlab/show/double+complex,,,https://en.wikipedia.org/wiki/Double%20complex
Q10757586,Dương Phong,,,,,,,,,,,Duong Phong,https://ncatlab.org/nlab/show/Duong+Phong,,,https://en.wikipedia.org/wiki/D%C6%B0%C6%A1ng%20Phong
Q1076013,Faraday tensor,,,,,,,,,,,electromagnetic field strength,https://ncatlab.org/nlab/show/electromagnetic+field+strength,,,https://en.wikipedia.org/wiki/Electromagnetic%20tensor
Q1076039,Chomsky normal form,,,,,,,,,,,,,Chomsky normal form,http://planetmath.org/chomskynormalform,https://en.wikipedia.org/wiki/Chomsky%20normal%20form
Q1076349,Ising model,,,,,,,,,,,Ising model,https://ncatlab.org/nlab/show/Ising+model,,,https://en.wikipedia.org/wiki/Ising%20model
Q107646240,Quantum technology,,,,,,,,,,,quantum technology,https://ncatlab.org/nlab/show/quantum+technology,,,https://en.wikipedia.org/wiki/Quantum%20engineering
Q1076611,Limit inferior and limit superior,,,,,,,lim sup,https://emilyriehl.github.io/files/context.pdf#page=131,,,inferior limit,https://ncatlab.org/nlab/show/inferior+limit,limit superior of sets,http://planetmath.org/limitsuperiorofsets,https://en.wikipedia.org/wiki/Limit%20inferior%20and%20limit%20superior
Q1076995,RHIC,,,,,,,,,,,RHIC,https://ncatlab.org/nlab/show/RHIC,,,https://en.wikipedia.org/wiki/Relativistic%20Heavy%20Ion%20Collider
Q1077442,Contrapositive,,,,,,,,,,,contrapositive,https://ncatlab.org/nlab/show/contrapositive,contrapositive,http://planetmath.org/contrapositive,https://en.wikipedia.org/wiki/Contraposition
Q1077717,Ishango Bone,,,,,,,,,,,,,Ishango bone,http://planetmath.org/ishangobone,https://en.wikipedia.org/wiki/Ishango%20bone
Q1077741,Hairy ball theorem,,,,,,,,,,,,,hairy ball theorem,http://planetmath.org/hairyballtheorem,https://en.wikipedia.org/wiki/Hairy%20ball%20theorem
Q1077811,Axiom of power set,,,,,,,,,,,,,axiom of power set,http://planetmath.org/axiomofpowerset,https://en.wikipedia.org/wiki/Axiom%20of%20power%20set
Q1077896,Finite geometry,,,,,,,,,,,,,finite plane,http://planetmath.org/finiteplane,https://en.wikipedia.org/wiki/Finite%20geometry
Q1078496,Yang–Mills existence and mass gap,,,,,,,,,,,Yang-Mills mass gap,https://ncatlab.org/nlab/show/Yang-Mills+mass+gap,,,https://en.wikipedia.org/wiki/Yang%E2%80%93Mills%20existence%20and%20mass%20gap
Q107885,Speculation,,,,,,,,,,,speculation,https://ncatlab.org/nlab/show/speculation,,,https://en.wikipedia.org/wiki/Speculation
Q1078867,Philosophy of nature,,,,,,,,,,,Philosophy of Nature,https://ncatlab.org/nlab/show/Philosophy+of+Nature,,,https://en.wikipedia.org/wiki/Nature%20%28philosophy%29
Q1079166,Domain theory,,,,,,,,,,,synthetic domain theory,https://ncatlab.org/nlab/show/synthetic+domain+theory,,,https://en.wikipedia.org/wiki/Domain%20theory
Q1080067,,,,Borel σ-algebra,https://mathgloss.github.io/MathGloss/chicago/borel_σ-algebra,,,,,,,,,,,https://en.wikipedia.org/wiki/Borel%20algebra
Q1080547,Truncation,,,,,,,,,,,truncation,https://ncatlab.org/nlab/show/truncation,,,https://en.wikipedia.org/wiki/Truncation
Q108101855,Virtual fundamental class,,,,,,,,,,,virtual fundamental class,https://ncatlab.org/nlab/show/virtual+fundamental+class,,,https://en.wikipedia.org/wiki/Virtual%20fundamental%20class
Q1082910,Integer partition,,,partition of an integer,https://mathgloss.github.io/MathGloss/chicago/partition_of_an_integer,,,,,,,,,,,https://en.wikipedia.org/wiki/Integer%20partition
Q1082992,Equivalence of categories,equivalence of categories,https://arxiv.org/pdf/1612.09375#page=42,,,categories:equivalences-of-categories,https://www.clowderproject.com/tag/013Q.html,equivalence of categories,https://emilyriehl.github.io/files/context.pdf#page=48,,,equivalence of categories,https://ncatlab.org/nlab/show/equivalence+of+categories,,,https://en.wikipedia.org/wiki/Equivalence%20of%20categories
Q10843274,Analytic number theory,,,,,,,,,,,analytic number theory,https://ncatlab.org/nlab/show/analytic+number+theory,analytic number theory,http://planetmath.org/analyticnumbertheory,https://en.wikipedia.org/wiki/Analytic%20number%20theory
Q1084766,Abstract nonsense,,,,,,,abstract nonsense,https://emilyriehl.github.io/files/context.pdf#page=54,,,,,,,https://en.wikipedia.org/wiki/Abstract%20nonsense
Q10855008,Virtual artifact,,,,,,,,,,,,,digital object,http://planetmath.org/digitalobject,https://en.wikipedia.org/wiki/Virtual%20artifact
Q10859910,First-order theory,,,,,,,,,,,first-order theory,https://ncatlab.org/nlab/show/first-order+theory,first-order theory,http://planetmath.org/firstordertheory,https://en.wikipedia.org/wiki/Theory%20%28mathematical%20logic%29
Q1086961,Bilinear map,bilinear map,https://arxiv.org/pdf/1612.09375#page=12,,,,,,,,,bilinear map,https://ncatlab.org/nlab/show/bilinear+map,bilinear map,http://planetmath.org/bilinearmap,https://en.wikipedia.org/wiki/Bilinear%20map
Q1087609,Chromatic polynomial,,,,,,,,,,,,,chromatic polynomial,http://planetmath.org/chromaticpolynomial,https://en.wikipedia.org/wiki/Chromatic%20polynomial
Q10879018,MathematicalIntuitionism,,,,,,,,,,,intuitionistic mathematics,https://ncatlab.org/nlab/show/intuitionistic+mathematics,,,https://en.wikipedia.org/wiki/Intuitionism
Q1088088,Possible world,,,,,,,,,,,possible worlds semantics,https://ncatlab.org/nlab/show/possible+worlds+semantics,,,https://en.wikipedia.org/wiki/Possible%20world
Q10886678,Perturbation theory,,,,,,,,,,,perturbation theory,https://ncatlab.org/nlab/show/perturbation+theory,,,https://en.wikipedia.org/wiki/Perturbation%20theory
Q10894825,Interior algebra,,,,,,,,,,,closure algebra,https://ncatlab.org/nlab/show/closure+algebra,,,https://en.wikipedia.org/wiki/Interior%20algebra
Q1089708,Church numeral,,,,,,,,,,,Church numeral,https://ncatlab.org/nlab/show/Church+numeral,Church integer,http://planetmath.org/churchinteger,https://en.wikipedia.org/wiki/Church%20encoding
Q1090009,Proper function,,,,,,,,,,,proper map,https://ncatlab.org/nlab/show/proper+map,proper map,http://planetmath.org/propermap,https://en.wikipedia.org/wiki/Proper%20map
Q1090038,Appell sequence,,,,,,,,,,,,,Appell sequence,http://planetmath.org/appellsequence,https://en.wikipedia.org/wiki/Appell%20sequence
Q10904356,Hendecahedron,,,,,,,,,,,,,undecahedron,http://planetmath.org/undecahedron,https://en.wikipedia.org/wiki/Hendecahedron
Q1090524,Skolem normal form,,,,,,,,,,,,,Skolemization,http://planetmath.org/skolemization,https://en.wikipedia.org/wiki/Skolem%20normal%20form
Q10906333,Simplex category,,,,,categories:ordinal-categories,https://www.clowderproject.com/tag/00WQ.html,,,,,simplex category,https://ncatlab.org/nlab/show/simplex+category,,,https://en.wikipedia.org/wiki/Simplex%20category
Q1090839,Scenario,,,,,,,,,,,,,scenario,http://planetmath.org/scenario,https://en.wikipedia.org/wiki/Scenario
Q1091024,Continuous linear map,,,,,,,,,continuous linear map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Algebra/Module/LinearMap.html#ContinuousLinearMap,,,continuous linear mapping,http://planetmath.org/continuouslinearmapping,https://en.wikipedia.org/wiki/Continuous%20linear%20operator
Q1091176,Smarandache–Wellin number,,,,,,,,,,,,,Smarandache-Wellin prime,http://planetmath.org/smarandachewellinprime,https://en.wikipedia.org/wiki/Smarandache%E2%80%93Wellin%20number
Q109298492,Chord diagram (mathematics),,,,,,,,,,,chord diagram,https://ncatlab.org/nlab/show/chord+diagram,,,https://en.wikipedia.org/wiki/Chord%20diagram%20%28mathematics%29
