Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link
Q17098315,Jet group,,,,,,,,,,,jet group,https://ncatlab.org/nlab/show/jet+group,,
Q17098636,Loop braid group,,,,,,,,,,,loop braid group,https://ncatlab.org/nlab/show/loop+braid+group,,
Q17098676,Macdonald polynomials,,,,,,,,,,,Macdonald polynomial,https://ncatlab.org/nlab/show/Macdonald+polynomial,,
Q17098730,Matrix analysis,,,,,,,,,,,matrix analysis,https://ncatlab.org/nlab/show/matrix+analysis,,
Q17098815,Measuring coalgebra,,,,,,,,,,,measuring coalgebra,https://ncatlab.org/nlab/show/measuring+coalgebra,,
Q17098877,metaplectic group,,,,,,,,,,,metaplectic group,https://ncatlab.org/nlab/show/metaplectic+group,,
Q17098947,Minimal ideal,,,,,,,,,,,minimal ideal,https://ncatlab.org/nlab/show/minimal+ideal,,
Q17099147,Motivic zeta function,,,,,,,,,,,motivic function,https://ncatlab.org/nlab/show/motivic+function,,
Q17099189,multiplicative character,,,multiplicative character,https://mathgloss.github.io/MathGloss/chicago/multiplicative_character,,,,,,,,,,
Q17099286,Narasimhan–Seshadri theorem,,,,,,,,,,,Narasimhan–Seshadri theorem,https://ncatlab.org/nlab/show/Narasimhan%E2%80%93Seshadri+theorem,,
Q17099363,nerve of a category,,,,,,,nerve of a category,https://emilyriehl.github.io/files/context.pdf#page=162,,,Segal condition,https://ncatlab.org/nlab/show/Segal+condition,,
Q17099388,Nichols algebra,,,,,,,,,,,Nichols algebra,https://ncatlab.org/nlab/show/Nichols+algebra,,
Q17099400,nilpotence theorem,,,,,,,,,,,nilpotence theorem,https://ncatlab.org/nlab/show/nilpotence+theorem,,
Q17099425,noncommutative Jordan algebra,,,,,,,,,,,noncommutative algebra,https://ncatlab.org/nlab/show/noncommutative+algebra,,
Q17099562,Persistent homology,,,,,,,,,,,persistent homology,https://ncatlab.org/nlab/show/persistent+homology,,
Q17099701,quotient stack,,,,,,,,,,,quotient stack,https://ncatlab.org/nlab/show/quotient+stack,,
Q17099712,Rankin–Cohen bracket,,,,,,,,,,,Rankin-Cohen bracket,https://ncatlab.org/nlab/show/Rankin-Cohen+bracket,,
Q17099723,Rees matrix semigroup,,,,,,,,,,,Rees matrix semigroup,https://ncatlab.org/nlab/show/Rees+matrix+semigroup,,
Q17100615,Integration along fibers,,,,,,,,,,,fiber integration,https://ncatlab.org/nlab/show/fiber+integration,,
Q1710083,Permutohedron,,,,,,,,,,,permutahedron,https://ncatlab.org/nlab/show/permutahedron,,
Q17101792,interpretation,,,,,,,,,,,interpretation,https://ncatlab.org/nlab/show/interpretation,,
Q17101799,intersection number,,,,,,,,,,,intersection number,https://ncatlab.org/nlab/show/intersection+number,,
Q17102717,ribbon category,,,,,,,,,,,ribbon category,https://ncatlab.org/nlab/show/ribbon+category,,
Q17102788,ring of symmetric functions,of functions ring,https://arxiv.org/pdf/1612.09375#page=30,,,,,,,,,,,,
Q17102802,Rng (algebra),,,,,,,,,,,nonunital ring,https://ncatlab.org/nlab/show/nonunital+ring,,
Q17103298,Simplicial presheaf,,,,,,,,,,,simplicial sheaf,https://ncatlab.org/nlab/show/simplicial+sheaf,,
Q17103325,six operations,,,,,,,,,,,six operations,https://ncatlab.org/nlab/show/six+operations,,
Q17103336,Loeb space,,,,,,,,,,,Loeb measure,https://ncatlab.org/nlab/show/Loeb+measure,,
Q17103402,Snaith's theorem,,,,,,,,,,,Snaith theorem,https://ncatlab.org/nlab/show/Snaith+theorem,,
Q17103517,Spectral triple,,,,,,,,,,,spectral triple,https://ncatlab.org/nlab/show/spectral+triple,,
Q17103552,spin representation,,,,,,,,,,,spin representation,https://ncatlab.org/nlab/show/spin+representation,,
Q17103661,Standard complex,,,,,,,,,,,bar construction,https://ncatlab.org/nlab/show/bar+construction,,
Q17103860,symmetric monoidal category,,,,,,,symmetric monoidal category,https://emilyriehl.github.io/files/context.pdf#page=239,,,symmetric monoidal closed category,https://ncatlab.org/nlab/show/symmetric+monoidal+closed+category,symmetric monoidal category,http://planetmath.org/symmetricmonoidalcategory
Q17103874,min entropy,,,,,,,,,,,min-entropy,https://ncatlab.org/nlab/show/min-entropy,,
Q17104025,Theta divisor,,,,,,,,,,,theta divisor,https://ncatlab.org/nlab/show/theta+divisor,,
Q17104208,topology of uniform convergence,,,,,,,,,,,topology of uniform convergence,https://ncatlab.org/nlab/show/topology+of+uniform+convergence,,
Q17104225,torsor,,,,,,,torsor,https://emilyriehl.github.io/files/context.pdf#page=81,,,torsor,https://ncatlab.org/nlab/show/torsor,,
Q17104253,traced monoidal category,,,,,,,,,,,traced monoidal category,https://ncatlab.org/nlab/show/traced+monoidal+category,,
Q17104294,Triality,,,,,,,,,,,triality,https://ncatlab.org/nlab/show/triality,,
Q17104667,Weil group,,,,,,,,,,,Weil group,https://ncatlab.org/nlab/show/Weil+group,,
Q17104770,Zappa–Szép product,,,,,,,,,,,bicrossed product,https://ncatlab.org/nlab/show/bicrossed+product,,
Q17104894,Onsager–Machlup function,,,,,,,,,,,Onsager-Machlup function,https://ncatlab.org/nlab/show/Onsager-Machlup+function,,
Q17105355,Prefix order,,,,,,,,,,,prefix order,https://ncatlab.org/nlab/show/prefix+order,,
Q17105415,quantum inverse scattering method,,,,,,,,,,,quantum inverse scattering method,https://ncatlab.org/nlab/show/quantum+inverse+scattering+method,,
Q17105423,Quantum sensing,,,,,,,,,,,quantum sensing,https://ncatlab.org/nlab/show/quantum+sensing,,
Q17105514,Resummation,,,,,,,,,,,resummation,https://ncatlab.org/nlab/show/resummation,,
Q17118682,P-space,,,,,,,,,,,P-space,https://ncatlab.org/nlab/show/P-space,P-space,http://planetmath.org/pspace
Q17123743,inverse matrix,,,inverse matrix,https://mathgloss.github.io/MathGloss/chicago/inverse_matrix,,,,,,,inverse matrix,https://ncatlab.org/nlab/show/inverse+matrix,matrix inverse,http://planetmath.org/matrixinverse
Q17126077,Quillen's theorems A and B,,,,,,,,,,,Quillen's theorem,https://ncatlab.org/nlab/show/Quillen%27s+theorem,,
Q17130880,induced topology,,,,,,,,,induced topology,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Induced.html#TopologicalSpace.induced,,,,
Q17138781,twist,,,,,,,,,,,twist,https://ncatlab.org/nlab/show/twist,,
Q17144166,Ran space,,,,,,,,,,,Ran space,https://ncatlab.org/nlab/show/Ran+space,,
Q17149634,Matrix product state,,,,,,,,,,,matrix product state,https://ncatlab.org/nlab/show/matrix+product+state,,
Q17154659,Segal–Bargmann space,,,,,,,,,,,Segal space,https://ncatlab.org/nlab/show/Segal+space,Bargmann transform,http://planetmath.org/bargmanntransform
Q17156650,Sauer–Shelah lemma,,,,,,,,,Sauer-Shelah lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/Shatter.html#Finset.card_shatterer_le_sum_vcDim,,,,
Q17160413,Mutually unbiased bases,,,,,,,,,,,mutually unbiased bases,https://ncatlab.org/nlab/show/mutually+unbiased+bases,,
Q17163411,hook length formula,,,,,,,,,,,hook length formula,https://ncatlab.org/nlab/show/hook+length+formula,,
Q17165159,Topological order,,,,,,,,,,,topological phase of matter,https://ncatlab.org/nlab/show/topological+phase+of+matter,,
Q17176512,commutator,,,,,,,,,,,commutator,https://ncatlab.org/nlab/show/commutator,,
Q1720612,judgment,,,,,,,,,,,judgment,https://ncatlab.org/nlab/show/judgment,,
Q172137,Lorentz force,,,,,,,,,,,Lorentz force,https://ncatlab.org/nlab/show/Lorentz+force,,
Q1722436,Relational calculus,,,,,,,,,,,relational calculus,https://ncatlab.org/nlab/show/relational+calculus,,
Q1723418,Kan extension,Kan extension,https://arxiv.org/pdf/1612.09375#page=165,,,,,absolute Kan extension,https://emilyriehl.github.io/files/context.pdf#page=228,,,Kan extension,https://ncatlab.org/nlab/show/Kan+extension,,
Q1723971,weighted graph,,,,,,,,,,,weighted graph,https://ncatlab.org/nlab/show/weighted+graph,,
Q1725409,Peano curve,,,,,,,,,,,Peano curve,https://ncatlab.org/nlab/show/Peano+curve,Peano curve,http://planetmath.org/peanocurve
Q1725874,cartesian closed category,cartesian closed category,https://arxiv.org/pdf/1612.09375#page=172,,,,,cartesian closed category,https://emilyriehl.github.io/files/context.pdf#page=149,cartesian closed,https://leanprover-community.github.io/mathlib4_docs/Mathlib/CategoryTheory/Closed/Cartesian.html#CategoryTheory.CartesianClosed,locally cartesian closed category,https://ncatlab.org/nlab/show/locally+cartesian+closed+category,,
Q17295,Euclidean space,,,,,,,,,,,Euclidean space,https://ncatlab.org/nlab/show/Euclidean+space,Euclidean vector space,http://planetmath.org/euclideanvectorspace
Q173091,Transcendental number,,,transcendental,https://mathgloss.github.io/MathGloss/chicago/transcendental,,,,,,,transcendental number,https://ncatlab.org/nlab/show/transcendental+number,transcendental number,http://planetmath.org/transcendentalnumber
Q173142,digital signal processing,,,,,,,,,,,digital signal,https://ncatlab.org/nlab/show/digital+signal,,
Q173300,De Morgan's laws,,,,,,,,,,,De Morgan duality,https://ncatlab.org/nlab/show/De+Morgan+duality,de Morgan’s laws,http://planetmath.org/demorganslaws
Q17338668,AGT correspondence,,,,,,,,,,,AGT correspondence,https://ncatlab.org/nlab/show/AGT+correspondence,,
Q1734160,diamond principle,,,,,,,,,,,diamond principle,https://ncatlab.org/nlab/show/diamond+principle,,
Q173514,Food preservation,,,,,,,,,,,sugaring,https://ncatlab.org/nlab/show/sugaring,,
Q173582,gradient,,,gradient,https://mathgloss.github.io/MathGloss/chicago/gradient,,,,,,,gradient,https://ncatlab.org/nlab/show/gradient,gradient,http://planetmath.org/gradient
Q1735821,Category mistake,,,,,,,,,,,category mistake,https://ncatlab.org/nlab/show/category+mistake,,
Q173740,Cartesian product,,,,,binary-products-of-sets,https://www.clowderproject.com/tag/000T.html,,,,,cartesian product,https://ncatlab.org/nlab/show/cartesian+product,generalized Cartesian product,http://planetmath.org/generalizedcartesianproduct
Q173817,radius,,,,,,,,,,,radius,https://ncatlab.org/nlab/show/radius,radius,http://planetmath.org/radius
Q1738274,compactly generated space,,,,,,,,,,,compactly generated topological space,https://ncatlab.org/nlab/show/compactly+generated+topological+space,compactly generated,http://planetmath.org/compactlygenerated
Q173853,quaternion,,,,,,,,,,,quaternion,https://ncatlab.org/nlab/show/quaternion,Hamiltonian quaternions,http://planetmath.org/hamiltonianquaternions
Q1739114,Kenzō,,,,,,,,,,,Kenzo,https://ncatlab.org/nlab/show/Kenzo,,
Q1744580,class field theory,,,,,,,,,,,geometric class field theory,https://ncatlab.org/nlab/show/geometric+class+field+theory,abelian number field,http://planetmath.org/abeliannumberfield
Q174733,bipartite graph,,,,,,,,,,,bipartite graph,https://ncatlab.org/nlab/show/bipartite+graph,bipartite graph,http://planetmath.org/bipartitegraph
Q1747745,Second category,,,nonmeager,https://mathgloss.github.io/MathGloss/chicago/nonmeager,,,,,,,meager set,https://ncatlab.org/nlab/show/meager+set,,
Q1748671,semimodular lattice,,,,,,,,,,,semimodular lattice,https://ncatlab.org/nlab/show/semimodular+lattice,semimodular lattice,http://planetmath.org/semimodularlattice
Q1748985,pseudoscalar,,,,,,,,,,,pseudoscalar,https://ncatlab.org/nlab/show/pseudoscalar,,
Q1749812,Newton's identities,,,,,,,,,,,Newton identities,https://ncatlab.org/nlab/show/Newton+identities,,
Q17502105,Infimum and supremum,least upper bound,https://arxiv.org/pdf/1612.09375#page=136,infimum,https://mathgloss.github.io/MathGloss/chicago/infimum,,,infimum,https://emilyriehl.github.io/files/context.pdf#page=31,limit infimum and supremum,https://leanprover-community.github.io/mathlib4_docs/order/liminf_limsup.html,,,infimum,http://planetmath.org/infimum
Q1750507,beta function,,,,,,,,,,,beta function,https://ncatlab.org/nlab/show/beta+function,beta function,http://planetmath.org/betafunction
Q175116,Discrete space,discrete topological space,https://arxiv.org/pdf/1612.09375#page=12,,,,,,,,,,,discrete space,http://planetmath.org/discretespace
Q1751609,schedule,,,,,,,,,,,schedule,https://ncatlab.org/nlab/show/schedule,,
Q1751685,solution set,,,,,,,solution set,https://emilyriehl.github.io/files/context.pdf#page=165,,,solution set condition,https://ncatlab.org/nlab/show/solution+set+condition,,
Q1751823,no-cloning theorem,,,,,,,no cloning theorem,https://emilyriehl.github.io/files/context.pdf#page=44,,,no-cloning theorem,https://ncatlab.org/nlab/show/no-cloning+theorem,,
Q17521172,general linear Lie algebra,,,,,,,,,,,general linear Lie algebra,https://ncatlab.org/nlab/show/general+linear+Lie+algebra,,
Q1752516,Riemann series theorem,,,,,,,,,,,Riemann series theorem,https://ncatlab.org/nlab/show/Riemann+series+theorem,,
Q1752667,Linear code,,,,,,,,,,,linear code,https://ncatlab.org/nlab/show/linear+code,linear code,http://planetmath.org/linearcode
Q1754327,preconditioner,,,,,,,,,,,preconditioner,https://ncatlab.org/nlab/show/preconditioner,,
Q1754809,Bayes' rule,,,,,,,,,,,Bayes rule,https://ncatlab.org/nlab/show/Bayes+rule,Baye’s rule,http://planetmath.org/bayesrule
Q17548110,uniqueness,uniqueness,https://arxiv.org/pdf/1612.09375#page=9,,,,,,,,,,,,
Q1755242,nilpotent group,,,nilpotent group,https://mathgloss.github.io/MathGloss/chicago/nilpotent_group,,,,,nilpotent group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/GroupTheory/Nilpotent.html#Group.IsNilpotent,nilpotent group,https://ncatlab.org/nlab/show/nilpotent+group,normalizer condition,http://planetmath.org/normalizercondition
Q1756828,Cayley–Dickson construction,,,,,,,,,,,Cayley-Dickson construction,https://ncatlab.org/nlab/show/Cayley-Dickson+construction,Cayley-Dickson construction,http://planetmath.org/cayleydicksonconstruction
Q1756942,partial function,partial function,https://arxiv.org/pdf/1612.09375#page=72,,,,,partial function,https://emilyriehl.github.io/files/context.pdf#page=39,,,partial function type,https://ncatlab.org/nlab/show/partial+function+type,partial mapping,http://planetmath.org/partialmapping
Q175751,Tunneling effect,,,,,,,,,,,quantum tunneling,https://ncatlab.org/nlab/show/quantum+tunneling,,
Q1757948,Formality,,,,,,,,,,,formality,https://ncatlab.org/nlab/show/formality,,
Q1758767,Leptoquark,,,,,,,,,,,leptoquark,https://ncatlab.org/nlab/show/leptoquark,,
Q1760309,Pitch class,,,,,,,,,,,pitch-class,https://ncatlab.org/nlab/show/pitch-class,,
Q176088,Membranes,,,,,,,,,,,membrane,https://ncatlab.org/nlab/show/membrane,,
Q1761068,Neorealism (international relations),,,,,,,,,,,structural realism,https://ncatlab.org/nlab/show/structural+realism,,
Q1761084,length,,,,,,,,,,,length,https://ncatlab.org/nlab/show/length,length of a module,http://planetmath.org/lengthofamodule
Q1761121,normalizer,,,,,,,,,,,normalizer,https://ncatlab.org/nlab/show/normalizer,normalizer,http://planetmath.org/normalizer
Q176244,Frattini subgroup,,,Frattini subgroup,https://mathgloss.github.io/MathGloss/chicago/Frattini_subgroup,,,,,,,,,non-generator,http://planetmath.org/nongenerator
Q1764371,signed measure,,,positive variation,https://mathgloss.github.io/MathGloss/chicago/positive_variation,,,,,,,,,signed measure,http://planetmath.org/signedmeasure
Q176468,State transition system,,,,,,,,,,,transition system,https://ncatlab.org/nlab/show/transition+system,,
Q176604,random matrix,,,,,,,,,,,random matrix,https://ncatlab.org/nlab/show/random+matrix,,
Q176623,random variable,,,,,,,,,,,random variable,https://ncatlab.org/nlab/show/random+variable,Weibull random variable,http://planetmath.org/weibullrandomvariable
Q176630,relevance logic,,,,,,,,,,,relevance logic,https://ncatlab.org/nlab/show/relevance+logic,,
Q176645,Markov chain,,,,,,,Markov chain,https://emilyriehl.github.io/files/context.pdf#page=183,,,Markov chain,https://ncatlab.org/nlab/show/Markov+chain,Markov chain,http://planetmath.org/markovchain
Q176737,stochastic process,,,,,,,,,,,stochastic process,https://ncatlab.org/nlab/show/stochastic+process,stochastic process,http://planetmath.org/stochasticprocess
Q176786,Intuitionistic logic,,,,,,,,,,,intuitionistic logic,https://ncatlab.org/nlab/show/intuitionistic+logic,intuitionistic logic,http://planetmath.org/intuitionisticlogic
Q1770333,Ultra-high-energy cosmic ray,,,,,,,,,,,ultra-high energy cosmic ray,https://ncatlab.org/nlab/show/ultra-high+energy+cosmic+ray,,
Q177045,Second law of thermodynamics,,,,,,,,,,,second law of thermodynamics,https://ncatlab.org/nlab/show/second+law+of+thermodynamics,,
Q1770567,Soliton (topology),,,,,,,,,,,topological defect,https://ncatlab.org/nlab/show/topological+defect,soliton,http://planetmath.org/soliton
Q1771121,sequent calculus,,,,,,,,,,,sequent calculus,https://ncatlab.org/nlab/show/sequent+calculus,Gentzen system,http://planetmath.org/gentzensystem
Q177251,associativity,associativity,https://arxiv.org/pdf/1612.09375#page=18,associative,https://mathgloss.github.io/MathGloss/chicago/associative,,,,,,,associativity,https://ncatlab.org/nlab/show/associativity,associative,http://planetmath.org/associative
Q1773982,Kleisli category,,,,,,,Kleisli category,https://emilyriehl.github.io/files/context.pdf#page=183,,,Kleisli triple,https://ncatlab.org/nlab/show/Kleisli+triple,,
Q177409,Projective geometry,,,,,,,,,,,projective geometry,https://ncatlab.org/nlab/show/projective+geometry,projective geometry,http://planetmath.org/projectivegeometry
Q177555,linear equation,,,,,,,,,,,linear equation,https://ncatlab.org/nlab/show/linear+equation,linear equation,http://planetmath.org/linearequation
Q177625,Electromagnetic field,,,,,,,,,,,electromagnetic field,https://ncatlab.org/nlab/show/electromagnetic+field,,
Q177646,subset,subset,https://arxiv.org/pdf/1612.09375#page=77,,,,,,,,,subset,https://ncatlab.org/nlab/show/subset,subset,http://planetmath.org/subset
Q1777391,quintessence,,,,,,,,,,,quintessence,https://ncatlab.org/nlab/show/quintessence,,
Q1777486,knot group,,,,,,,,,,,knot group,https://ncatlab.org/nlab/show/knot+group,,
Q1777803,coalgebra,,,,,,,coalgebra,https://emilyriehl.github.io/files/context.pdf#page=182,,,Sweedler notation,https://ncatlab.org/nlab/show/Sweedler+notation,coalgebra,http://planetmath.org/coalgebra
Q1778098,pointwise convergence,,,,,,,,,,,pointwise convergence,https://ncatlab.org/nlab/show/pointwise+convergence,pointwise convergence,http://planetmath.org/pointwiseconvergence
Q1778169,Schur complement,,,,,,,,,,,Schur complement,https://ncatlab.org/nlab/show/Schur+complement,Schur complement,http://planetmath.org/schurcomplement
Q1778193,direct product,,,,,,,,,,,direct product group,https://ncatlab.org/nlab/show/direct+product+group,direct product of modules,http://planetmath.org/directproductofmodules
Q1778247,codimension,,,,,,,,,,,codimension,https://ncatlab.org/nlab/show/codimension,,
Q177929,stack,,,,,,,,,,,stack,https://ncatlab.org/nlab/show/stack,stack,http://planetmath.org/stack
Q1780005,Comma category,comma category,https://arxiv.org/pdf/1612.09375#page=67,,,,,comma category,https://emilyriehl.github.io/files/context.pdf#page=40,comma category,https://leanprover-community.github.io/mathlib4_docs/Mathlib/CategoryTheory/Comma/Basic.html#CategoryTheory.Comma,comma category,https://ncatlab.org/nlab/show/comma+category,,
Q1780131,argument,,,argument,https://mathgloss.github.io/MathGloss/chicago/argument,,,,,,,,,argument,http://planetmath.org/argument
Q1780664,co-monad,,,,,,,comonad,https://emilyriehl.github.io/files/context.pdf#page=173,,,comonad,https://ncatlab.org/nlab/show/comonad,,
Q1780743,compact operator,,,,,,,,,,,compact operator,https://ncatlab.org/nlab/show/compact+operator,compact operator,http://planetmath.org/compactoperator
Q1780921,orthogonal complement,,,orthogonal complement,https://mathgloss.github.io/MathGloss/chicago/orthogonal_complement,,,,,orthogonal complement,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Analysis/InnerProductSpace/Orthogonal.html#Submodule.orthogonal,,,,
Q1781358,wedge sum,,,wedge sum,https://mathgloss.github.io/MathGloss/chicago/wedge_sum,,,,,,,wedge sum type,https://ncatlab.org/nlab/show/wedge+sum+type,,
Q178192,cross product,,,,,,,,,,,cross-composition product,https://ncatlab.org/nlab/show/cross-composition+product,cross product,http://planetmath.org/crossproduct
Q1782332,divisible group,,,divisible group,https://mathgloss.github.io/MathGloss/chicago/divisible_group,,,,,,,divisible module,https://ncatlab.org/nlab/show/divisible+module,divisible group,http://planetmath.org/divisiblegroup
Q1782924,Constituent quark,,,,,,,,,,,constituent quark model,https://ncatlab.org/nlab/show/constituent+quark+model,,
Q178296,dodecahedron,,,,,,,,,,,dodecahedron,https://ncatlab.org/nlab/show/dodecahedron,dodecahedron,http://planetmath.org/dodecahedron
Q1783179,orthogonal group,,,orthogonal group,https://mathgloss.github.io/MathGloss/chicago/orthogonal_group,,,,,,,stable orthogonal group,https://ncatlab.org/nlab/show/stable+orthogonal+group,orthogonal group,http://planetmath.org/orthogonalgroup
Q1783484,Modulus of convergence,,,,,,,,,,,modulus of convergence,https://ncatlab.org/nlab/show/modulus+of+convergence,,
Q178354,Reason,,,,,,,,,,,reasoning,https://ncatlab.org/nlab/show/reasoning,,
Q1783557,Morse potential,,,,,,,,,,,Morse potential,https://ncatlab.org/nlab/show/Morse+potential,,
Q178377,Mathematical induction,,,,,,,,,,,induction,https://ncatlab.org/nlab/show/induction,induction,http://planetmath.org/induction
Q178546,determinant,determinant,https://arxiv.org/pdf/1612.09375#page=37,determinant,https://mathgloss.github.io/MathGloss/chicago/determinant,,,,,determinant,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Determinant/Basic.html#Matrix.det,determinant,https://ncatlab.org/nlab/show/determinant,determinant,http://planetmath.org/determinant
Q1786640,wreath product,,,,,,,,,,,wreath product,https://ncatlab.org/nlab/show/wreath+product,wreath product,http://planetmath.org/wreathproduct
Q178674,Nanometre,,,,,,,,,,,nanometer,https://ncatlab.org/nlab/show/nanometer,,
Q178706,Institution,,,,,,,,,,,institution,https://ncatlab.org/nlab/show/institution,,
Q178801,MonIsm,,,,,,,,,,,monism,https://ncatlab.org/nlab/show/monism,,
Q1789063,L-function,,,,,,,,,,,motivic L-function,https://ncatlab.org/nlab/show/motivic+L-function,,
Q1789519,Quantum electrodynamic threshold,,,,,,,,,,,Schwinger limit,https://ncatlab.org/nlab/show/Schwinger+limit,,
Q179208,Cayley's theorem,,,,,,,Cayley's theorem,https://emilyriehl.github.io/files/context.pdf#page=79,,,Cayley's theorem,https://ncatlab.org/nlab/show/Cayley%27s+theorem,Cayley’s theorem,http://planetmath.org/cayleystheorem
Q179235,Phenomenology (philosophy),,,,,,,,,,,phenomenology (philosophy),https://ncatlab.org/nlab/show/phenomenology+%28philosophy%29,,
Q179692,axiom of choice,axiom of choice,https://arxiv.org/pdf/1612.09375#page=79,,,,,axiom of choice,https://emilyriehl.github.io/files/context.pdf#page=30,,,axiom of choice,https://ncatlab.org/nlab/show/axiom+of+choice,axiom of choice,http://planetmath.org/axiomofchoice
Q17987564,⅑,,,,,,,,,,,"Spin(9,1)",https://ncatlab.org/nlab/show/Spin%289%2C1%29,,
Q179899,topological space,indiscrete topological space,https://arxiv.org/pdf/1612.09375#page=15,topological space,https://mathgloss.github.io/MathGloss/chicago/topological_space,,,topological space,https://emilyriehl.github.io/files/context.pdf#page=22,topological space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#TopologicalSpace,unified topological space,https://ncatlab.org/nlab/show/unified+topological+space,topological space,http://planetmath.org/topologicalspace
Q179916,Hubbles constant,,,,,,,,,,,Hubble's law,https://ncatlab.org/nlab/show/Hubble%27s+law,,
Q17995793,Quantum computing,,,,,,,,,,,quantum parallelism,https://ncatlab.org/nlab/show/quantum+parallelism,,
Q179976,recursion,,,,,,,recursion,https://emilyriehl.github.io/files/context.pdf#page=68,,,recursion,https://ncatlab.org/nlab/show/recursion,,
Q180345,Rational root theorem,,,,,,,,,,,rational zero theorem,https://ncatlab.org/nlab/show/rational+zero+theorem,rational root theorem,http://planetmath.org/rationalroottheorem
Q1804923,long line,,,,,,,,,,,long line,https://ncatlab.org/nlab/show/long+line,long line,http://planetmath.org/longline
Q180536,Philosophy of mathematics,,,,,,,,,,,Platonism,https://ncatlab.org/nlab/show/Platonism,,
Q180544,Prism (geometry),,,,,,,,,,,prism,https://ncatlab.org/nlab/show/prism,,
Q180634,Distributed programming,,,,,,,,,,,distributed computing,https://ncatlab.org/nlab/show/distributed+computing,,
Q1807879,Wick rotation,,,,,,,,,,,Wick rotation,https://ncatlab.org/nlab/show/Wick+rotation,,
Q18085712,Permutation model,,,,,,,,,,,permutation model,https://ncatlab.org/nlab/show/permutation+model,permutation model,http://planetmath.org/permutationmodel
Q18088147,prime field,,,,,,,,,,,prime field,https://ncatlab.org/nlab/show/prime+field,,
Q180907,Bijection,,,bijective,https://mathgloss.github.io/MathGloss/chicago/bijective,subsection-bijective-relations,https://www.clowderproject.com/tag/02Y8.html,,,,,one-to-one correspondence,https://ncatlab.org/nlab/show/one-to-one+correspondence,bijection,http://planetmath.org/bijection
Q180953,metric space,metric space,https://arxiv.org/pdf/1612.09375#page=99,metric space,https://mathgloss.github.io/MathGloss/chicago/metric_space,,,,,metric space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/MetricSpace/Defs.html#MetricSpace,premetric space,https://ncatlab.org/nlab/show/premetric+space,SNCF metric,http://planetmath.org/sncfmetric
Q1812158,empty sum,empty sum,https://arxiv.org/pdf/1612.09375#page=135,,,,,,,,,,,empty sum,http://planetmath.org/emptysum
Q1812172,empty product,empty product,https://arxiv.org/pdf/1612.09375#page=119,,,,,,,,,,,empty product,http://planetmath.org/emptyproduct
Q181296,abelian group,,,abelian group,https://mathgloss.github.io/MathGloss/chicago/abelian_group,,,,,,,abelian group,https://ncatlab.org/nlab/show/abelian+group,abelian group,http://planetmath.org/abeliangroup
Q1814838,parallel transport,,,,,,,,,,,super parallel transport,https://ncatlab.org/nlab/show/super+parallel+transport,,
Q1816943,Schanuel's lemma,,,,,,,,,,,Schanuel's lemma,https://ncatlab.org/nlab/show/Schanuel%27s+lemma,,
Q1816952,Schur's lemma,,,,,,,,,,,Schur's lemma,https://ncatlab.org/nlab/show/Schur%27s+lemma,Schur’s lemma,http://planetmath.org/schurslemma
Q1816967,Urysohn's lemma,,,,,,,,,Urysohn's lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/UrysohnsLemma.html#exists_continuous_zero_one_of_isClosed,Urysohn's lemma,https://ncatlab.org/nlab/show/Urysohn%27s+lemma,Urysohn extension theorem,http://planetmath.org/urysohnextensiontheorem
Q1817177,polarization identity,,,,,,,,,,,polarization identity,https://ncatlab.org/nlab/show/polarization+identity,polarization identity,http://planetmath.org/polarizationidentity
Q181741,event horizon,,,,,,,,,,,event horizon,https://ncatlab.org/nlab/show/event+horizon,,
Q18192466,semisimple ring,,,,,,,,,,,semisimple ring,https://ncatlab.org/nlab/show/semisimple+ring,semisimple ring,http://planetmath.org/semisimplering
Q182003,injection,injection,https://arxiv.org/pdf/1612.09375#page=131,injective,https://mathgloss.github.io/MathGloss/chicago/injective,injective-functions,https://www.clowderproject.com/tag/02RJ.html,,,,,injection,https://ncatlab.org/nlab/show/injection,,
Q18205125,abstract and concrete,,,,,,,,,,,Abstract and Concrete Categories,https://ncatlab.org/nlab/show/Abstract+and+Concrete+Categories,,
Q18205357,augmentation,,,,,,,,,,,augmented algebra,https://ncatlab.org/nlab/show/augmented+algebra,,
Q18205845,cartesian monoidal category,,,,,,,,,,,cartesian monoidal category,https://ncatlab.org/nlab/show/cartesian+monoidal+category,,
Q18206257,Milnor–Moore theorem,,,,,,,,,,,Milnor-Moore theorem,https://ncatlab.org/nlab/show/Milnor-Moore+theorem,,
Q18207102,Final functor,,,,,,,,,,,final functor,https://ncatlab.org/nlab/show/final+functor,,
