Wikidata ID,Wikidata Label,Chicago Notes,MathLib Undergrad,Topoi,BCT,Context,nlab
[Q2785361](https://www.wikidata.org/wiki/Q2785361),monoid object,,,,[Q2785361](https://www.wikidata.org/wiki/Q2785361),https://ncatlab.org/nlab/show/monoid,
[Q40276](https://www.wikidata.org/wiki/Q40276),multiplication,,,,[Q40276](https://www.wikidata.org/wiki/Q40276),https://ncatlab.org/nlab/show/multiplication,
[Q145825](https://www.wikidata.org/wiki/Q145825),nadir,,,,[Q145825](https://www.wikidata.org/wiki/Q145825),[nadir](https://mathgloss.github.io/MathGloss/context/nadir),
[Q3117899](https://www.wikidata.org/wiki/Q3117899),Opposite group,,,,[Q3117899](https://www.wikidata.org/wiki/Q3117899),[opposite_group](https://mathgloss.github.io/MathGloss/context/opposite_group),
[Q311627](https://www.wikidata.org/wiki/Q311627),p-adic number,,,,[Q311627](https://www.wikidata.org/wiki/Q311627),https://ncatlab.org/nlab/show/p-adic%2Bnumber,
[Q9248237](https://www.wikidata.org/wiki/Q9248237),pointwise operation,,,,[Q9248237](https://www.wikidata.org/wiki/Q9248237),https://ncatlab.org/nlab/show/pointwise%2Border,
[Q33456](https://www.wikidata.org/wiki/Q33456),exponentiation,,,[Power](https://mathgloss.github.io/CatGloss/bct/power),[Q33456](https://www.wikidata.org/wiki/Q33456),[powers](https://mathgloss.github.io/MathGloss/context/powers),
[Q7241053](https://www.wikidata.org/wiki/Q7241053),Preserve,,,,,,
[Q7241077](https://www.wikidata.org/wiki/Q7241077),presheaf,,,[Presheaf](https://mathgloss.github.io/CatGloss/bct/presheaf),,https://ncatlab.org/nlab/show/Yoneda%2Bextension,
[Q120429](https://www.wikidata.org/wiki/Q120429),Reflection,,,,,,
[Q6101219](https://www.wikidata.org/wiki/Q6101219),reflective subcategory,,,,[Q6101219](https://www.wikidata.org/wiki/Q6101219),https://ncatlab.org/nlab/show/reflective%2Bsubcategory,
[Q426221](https://www.wikidata.org/wiki/Q426221),reflection,,,[Reflection](https://mathgloss.github.io/CatGloss/bct/reflection),[Q426221](https://www.wikidata.org/wiki/Q426221),https://ncatlab.org/nlab/show/reflection,
[Q2905654](https://www.wikidata.org/wiki/Q2905654),representation,,,[Representation](https://mathgloss.github.io/CatGloss/bct/representation),[Q2905654](https://www.wikidata.org/wiki/Q2905654),https://ncatlab.org/nlab/show/representation,
[Q7451799](https://www.wikidata.org/wiki/Q7451799),Separating set,,,,[Q7451799](https://www.wikidata.org/wiki/Q7451799),[separator](https://mathgloss.github.io/MathGloss/context/separator),
[Q17000267](https://www.wikidata.org/wiki/Q17000267),generator,,,,[Q17000267](https://www.wikidata.org/wiki/Q17000267),https://ncatlab.org/nlab/show/separator,
[Q2119470](https://www.wikidata.org/wiki/Q2119470),Sierpiński space,,,[Sierpinski space](https://mathgloss.github.io/CatGloss/bct/sierpinski_space),[Q2119470](https://www.wikidata.org/wiki/Q2119470),https://ncatlab.org/nlab/show/Sierpinski%2Bspace,
[Q7881](https://www.wikidata.org/wiki/Q7881),skeleton,,,,,,
[Q420725](https://www.wikidata.org/wiki/Q420725),Small,,,[Small](https://mathgloss.github.io/CatGloss/bct/small),,,
[Q7432](https://www.wikidata.org/wiki/Q7432),species,,,,[Q7432](https://www.wikidata.org/wiki/Q7432),https://ncatlab.org/nlab/show/species,
[Q7631142](https://www.wikidata.org/wiki/Q7631142),subfunctor,,,,[Q7631142](https://www.wikidata.org/wiki/Q7631142),https://ncatlab.org/nlab/show/subfunctor,
[Q2547089](https://www.wikidata.org/wiki/Q2547089),subobject,,,[Quotient object](https://mathgloss.github.io/CatGloss/bct/quotient_object),[Q2547089](https://www.wikidata.org/wiki/Q2547089),https://ncatlab.org/nlab/show/subobject,
[Q207326](https://www.wikidata.org/wiki/Q207326),summit,,,,[Q207326](https://www.wikidata.org/wiki/Q207326),[summit](https://mathgloss.github.io/MathGloss/context/summit),
[Q188524](https://www.wikidata.org/wiki/Q188524),tensor,,,,[Q188524](https://www.wikidata.org/wiki/Q188524),https://ncatlab.org/nlab/show/tensor,
[Q210481](https://www.wikidata.org/wiki/Q210481),Terminal,,,[Terminal](https://mathgloss.github.io/CatGloss/bct/terminal),,,
[Q25098802](https://www.wikidata.org/wiki/Q25098802),topological monoid,,,,[Q25098802](https://www.wikidata.org/wiki/Q25098802),https://ncatlab.org/nlab/show/topological%2Bmonoid,
[Q1080547](https://www.wikidata.org/wiki/Q1080547),truncation,,,,,https://ncatlab.org/nlab/show/truncation,
[Q1987578](https://www.wikidata.org/wiki/Q1987578),unit interval,,,,[Q1987578](https://www.wikidata.org/wiki/Q1987578),[unit_interval](https://mathgloss.github.io/MathGloss/context/unit_interval),
[Q204](https://www.wikidata.org/wiki/Q204),zero,,,,,https://ncatlab.org/nlab/show/zero%2Bfunction,
[Q7595945](https://www.wikidata.org/wiki/Q7595945),stack,,,,,https://ncatlab.org/nlab/show/stack,
[Q4669982](https://www.wikidata.org/wiki/Q4669982),abstraction,,,,,https://ncatlab.org/nlab/show/abstraction,
[Q345680](https://www.wikidata.org/wiki/Q345680),Antecedent,,,,,,
[Q17123932](https://www.wikidata.org/wiki/Q17123932),Antisymmetric,,,,,,
[Q1896657](https://www.wikidata.org/wiki/Q1896657),urelement,,,,,https://ncatlab.org/nlab/show/urelement,
[Q2328174](https://www.wikidata.org/wiki/Q2328174),atomic formula,,,,,,
[Q179692](https://www.wikidata.org/wiki/Q179692),axiom of choice,,,[Axiom of choice](https://mathgloss.github.io/CatGloss/bct/axiom_of_choice),,https://ncatlab.org/nlab/show/axiom%2Bof%2Bchoice,
[Q740424](https://www.wikidata.org/wiki/Q740424),axiom of extensionality,,,,,https://ncatlab.org/nlab/show/axiom%2Bof%2Bextensionality,
[Q920450](https://www.wikidata.org/wiki/Q920450),axiom of infinity,,,,,https://ncatlab.org/nlab/show/axiom%2Bof%2Binfinity,
[Q920796](https://www.wikidata.org/wiki/Q920796),axiom of pairing,,,,,https://ncatlab.org/nlab/show/axiom%2Bof%2Bpairing,
[Q780487](https://www.wikidata.org/wiki/Q780487),axiom schema of specification,,,,,https://ncatlab.org/nlab/show/axiom%2Bof%2Bseparation,
[Q187456](https://www.wikidata.org/wiki/Q187456),bar,,,,,,
[Q204355](https://www.wikidata.org/wiki/Q204355),logical biconditional,,,,,https://ncatlab.org/nlab/show/biconditional,
[Q734272](https://www.wikidata.org/wiki/Q734272),Bivalent,,,,,,
[Q173183](https://www.wikidata.org/wiki/Q173183),boolean algebra,,,,,https://ncatlab.org/nlab/show/Boolean%2Balgebra,
[Q595364](https://www.wikidata.org/wiki/Q595364),lattice,,,,[Q595364](https://www.wikidata.org/wiki/Q595364),,
[Q230797](https://www.wikidata.org/wiki/Q230797),Chain,,,,,,
[Q1062934](https://www.wikidata.org/wiki/Q1062934),character,,,,,https://ncatlab.org/nlab/show/character,
[Q361254](https://www.wikidata.org/wiki/Q361254),Characteristic function,,,[Characteristic function](https://mathgloss.github.io/CatGloss/bct/characteristic_function),,,
[Q2513496](https://www.wikidata.org/wiki/Q2513496),choice function,,,,,https://ncatlab.org/nlab/show/choice%2Bfunction,
[Q5127787](https://www.wikidata.org/wiki/Q5127787),Clas,,,[Clas](https://mathgloss.github.io/CatGloss/bct/clas),,,
[Q236975](https://www.wikidata.org/wiki/Q236975),classical logic,,,,,https://ncatlab.org/nlab/show/classical%2Blogic,
[Q1744628](https://www.wikidata.org/wiki/Q1744628),statistical classification,,,,,,
[Q10894825](https://www.wikidata.org/wiki/Q10894825),Interior algebra,,,,,https://ncatlab.org/nlab/show/closure%2Balgebra,
[Q1777803](https://www.wikidata.org/wiki/Q1777803),coalgebra,,,,[Q1777803](https://www.wikidata.org/wiki/Q1777803),https://ncatlab.org/nlab/show/Sweedler%2Bnotation,
[Q1283623](https://www.wikidata.org/wiki/Q1283623),cofinality,,,,,https://ncatlab.org/nlab/show/cofinality,
[Q296074](https://www.wikidata.org/wiki/Q296074),Compatibility,,,,,,
[Q5156434](https://www.wikidata.org/wiki/Q5156434),complemented lattice,,,,,https://ncatlab.org/nlab/show/orthomodular%2Blattice,
[Q5156470](https://www.wikidata.org/wiki/Q5156470),complete Heyting algebra,,,,,https://ncatlab.org/nlab/show/locale,
[Q244761](https://www.wikidata.org/wiki/Q244761),function composition,,,[Composition](https://mathgloss.github.io/CatGloss/bct/composition),,https://ncatlab.org/nlab/show/composition,
[Q16769650](https://www.wikidata.org/wiki/Q16769650),Comprehension,,,,,,
[Q226931](https://www.wikidata.org/wiki/Q226931),conjunction,,,,,,
[Q5161702](https://www.wikidata.org/wiki/Q5161702),Connective,,,,,,
[Q261155](https://www.wikidata.org/wiki/Q261155),consequent,,,,,https://ncatlab.org/nlab/show/consequent,
[Q23808682](https://www.wikidata.org/wiki/Q23808682),conservative functor,,,,[Q23808682](https://www.wikidata.org/wiki/Q23808682),https://ncatlab.org/nlab/show/conservative%2Bfunctor,
[Q188248](https://www.wikidata.org/wiki/Q188248),constant,,,,,,
[Q1137814](https://www.wikidata.org/wiki/Q1137814),constructivism,,,,,https://ncatlab.org/nlab/show/constructive%2Bmathematics,
[Q5500266](https://www.wikidata.org/wiki/Q5500266),free monoid,,,,,https://ncatlab.org/nlab/show/free%2Bmonoid,
[Q173300](https://www.wikidata.org/wiki/Q173300),De Morgan's laws,,,,,https://ncatlab.org/nlab/show/De%2BMorgan%2Blaws,
[Q1200750](https://www.wikidata.org/wiki/Q1200750),description,,,,,,
[Q1201068](https://www.wikidata.org/wiki/Q1201068),Detachment,,,,,,
[Q175116](https://www.wikidata.org/wiki/Q175116),discrete space,,,[Discrete topology](https://mathgloss.github.io/CatGloss/bct/discrete_topology),,,
[Q215382](https://www.wikidata.org/wiki/Q215382),disjoint sets,,,,,,
[Q1651704](https://www.wikidata.org/wiki/Q1651704),logical disjunction,,,,,https://ncatlab.org/nlab/show/disjunction,
[Q2363730](https://www.wikidata.org/wiki/Q2363730),distributive lattice,,,,,https://ncatlab.org/nlab/show/distributive%2Blattice,
[Q5300067](https://www.wikidata.org/wiki/Q5300067),double negation,,,,,https://ncatlab.org/nlab/show/law%2Bof%2Bdouble%2Bnegation,
[Q5310265](https://www.wikidata.org/wiki/Q5310265),Duality principle,,,[Principle of duality](https://mathgloss.github.io/CatGloss/bct/principle_of_duality),,,
[Q842346](https://www.wikidata.org/wiki/Q842346),equality,,,,,https://ncatlab.org/nlab/show/equality,
[Q11345](https://www.wikidata.org/wiki/Q11345),equation,,,,,https://ncatlab.org/nlab/show/equation,
[Q852705](https://www.wikidata.org/wiki/Q852705),evaluation function,,,,,,
[Q468422](https://www.wikidata.org/wiki/Q468422),principle of excluded middle,,,,,https://ncatlab.org/nlab/show/excluded%2Bmiddle,
[Q773483](https://www.wikidata.org/wiki/Q773483),existential quantification,,,,,https://ncatlab.org/nlab/show/existential%2Bquantifier,
[Q295785](https://www.wikidata.org/wiki/Q295785),Extension,,,,,,
[Q965432](https://www.wikidata.org/wiki/Q965432),extensionality,,,,,https://ncatlab.org/nlab/show/extensionality,
[Q5421978](https://www.wikidata.org/wiki/Q5421978),Extent,,,,,,
[Q2890850](https://www.wikidata.org/wiki/Q2890850),faulty generalization,,,,,,
[Q14240380](https://www.wikidata.org/wiki/Q14240380),Fiber,,,,,,
[Q4055684](https://www.wikidata.org/wiki/Q4055684),first-order logic,,,,,https://ncatlab.org/nlab/show/predicate%2Blogic,
[Q3064613](https://www.wikidata.org/wiki/Q3064613),injective sheaf,,,,,https://ncatlab.org/nlab/show/soft%2Bsheaf,
[Q976981](https://www.wikidata.org/wiki/Q976981),formula,,,,,https://ncatlab.org/nlab/show/formula,
[Q227744](https://www.wikidata.org/wiki/Q227744),Foundation,,,,,,
[Q354717](https://www.wikidata.org/wiki/Q354717),Fragment,,,,,,
[Q294490](https://www.wikidata.org/wiki/Q294490),Frame,,,,,,
[Q3502887](https://www.wikidata.org/wiki/Q3502887),free logic,,,,,,
[Q935944](https://www.wikidata.org/wiki/Q935944),free and bound variables,,,,,,
[Q242028](https://www.wikidata.org/wiki/Q242028),lambda calculus,,,,,https://ncatlab.org/nlab/show/lambda-calculus,
[Q2007878](https://www.wikidata.org/wiki/Q2007878),functor category,,,[Functor category](https://mathgloss.github.io/CatGloss/bct/functor_category),[Q2007878](https://www.wikidata.org/wiki/Q2007878),https://ncatlab.org/nlab/show/functor%2Bcategory,
[Q643669](https://www.wikidata.org/wiki/Q643669),generator,,,,,https://ncatlab.org/nlab/show/generator,
[Q2143621](https://www.wikidata.org/wiki/Q2143621),topos,,,,[Q2143621](https://www.wikidata.org/wiki/Q2143621),https://ncatlab.org/nlab/show/topos,
[Q2520842](https://www.wikidata.org/wiki/Q2520842),germ,,,,,https://ncatlab.org/nlab/show/germ,
[Q5570834](https://www.wikidata.org/wiki/Q5570834),global element,,,,,https://ncatlab.org/nlab/show/global%2Belement,
[Q5737878](https://www.wikidata.org/wiki/Q5737878),Hereditary set,,,,,https://ncatlab.org/nlab/show/pure%2Bset,
[Q1644136](https://www.wikidata.org/wiki/Q1644136),higher-order logic,,,,,https://ncatlab.org/nlab/show/higher-order%2Blogic,
[Q5887297](https://www.wikidata.org/wiki/Q5887297),Hom functor,,,,,https://ncatlab.org/nlab/show/internal%2Bhom,
[Q321119](https://www.wikidata.org/wiki/Q321119),identity function,,,,,https://ncatlab.org/nlab/show/identity%2Bfunction,
[Q1215266](https://www.wikidata.org/wiki/Q1215266),Implication,,,,,,
[Q3149511](https://www.wikidata.org/wiki/Q3149511),impredicativity,,,,,https://ncatlab.org/nlab/show/predicative%2Bmathematics,
[Q1663694](https://www.wikidata.org/wiki/Q1663694),inclusion map,,,,,https://ncatlab.org/nlab/show/inclusion%2Bfunction,
[Q6033604](https://www.wikidata.org/wiki/Q6033604),Inhabit,,,,,,
[Q1923256](https://www.wikidata.org/wiki/Q1923256),intension,,,,,,
[Q5361594](https://www.wikidata.org/wiki/Q5361594),intermediate logic,,,,,,
[Q10879018](https://www.wikidata.org/wiki/Q10879018),intuitionism,,,,,https://ncatlab.org/nlab/show/intuitionistic%2Bmathematics,
[Q176786](https://www.wikidata.org/wiki/Q176786),intuitionistic logic,,,,,https://ncatlab.org/nlab/show/intuitionistic%2Blogic,
[Q1248241](https://www.wikidata.org/wiki/Q1248241),converse relation,,,,,,
[Q1723418](https://www.wikidata.org/wiki/Q1723418),Kan extension,,,,,https://ncatlab.org/nlab/show/Kan%2Bextension,
[Q2754968](https://www.wikidata.org/wiki/Q2754968),Lattice,,,,[Q2754968](https://www.wikidata.org/wiki/Q2754968),,
[Q1196892](https://www.wikidata.org/wiki/Q1196892),greatest and least elements,,,[Least element](https://mathgloss.github.io/CatGloss/bct/least_element),,,
[Q17502105](https://www.wikidata.org/wiki/Q17502105),infimum and supremum,,,[Greatest lower bound](https://mathgloss.github.io/CatGloss/bct/greatest_lower_bound),,,
[Q1052761](https://www.wikidata.org/wiki/Q1052761),local homeomorphism,,,,,https://ncatlab.org/nlab/show/local%2Bhomeomorphism,
[Q1762213](https://www.wikidata.org/wiki/Q1762213),locally constant function,,,,,https://ncatlab.org/nlab/show/locally%2Bconstant%2Bfunction,
[Q220433](https://www.wikidata.org/wiki/Q220433),logical equivalence,,,,,https://ncatlab.org/nlab/show/logical%2Bequivalence,
[Q845691](https://www.wikidata.org/wiki/Q845691),logicism,,,,,,
[Q6269005](https://www.wikidata.org/wiki/Q6269005),join and meet,,,,,https://ncatlab.org/nlab/show/meet,
[Q18629142](https://www.wikidata.org/wiki/Q18629142),,,,,,,
[Q193983](https://www.wikidata.org/wiki/Q193983),metalanguage,,,,,https://ncatlab.org/nlab/show/metalanguage,
[Q1475294](https://www.wikidata.org/wiki/Q1475294),maximal and minimal elements,,,,,https://ncatlab.org/nlab/show/maximal%2Belement,
[Q210841](https://www.wikidata.org/wiki/Q210841),modal logic,,,,,https://ncatlab.org/nlab/show/modal%2Blogic,
[Q638442](https://www.wikidata.org/wiki/Q638442),modal operator,,,,,,
[Q7449424](https://www.wikidata.org/wiki/Q7449424),Semigroup action,,,,,,
[Q15947602](https://www.wikidata.org/wiki/Q15947602),Natural mapping,,,,,,
[Q6980740](https://www.wikidata.org/wiki/Q6980740),natural number object,,,,,https://ncatlab.org/nlab/show/natural%2Bnumbers%2Bobject,
[Q190558](https://www.wikidata.org/wiki/Q190558),logical negation,,,,,https://ncatlab.org/nlab/show/negation,
[Q4347052](https://www.wikidata.org/wiki/Q4347052),object language,,,,,,
[Q529641](https://www.wikidata.org/wiki/Q529641),One-to-one,,,,,,
[Q830486](https://www.wikidata.org/wiki/Q830486),open formula,,,,,,
[Q24175351](https://www.wikidata.org/wiki/Q24175351),order theory,,,,,https://ncatlab.org/nlab/show/order%2Btheory,
[Q191290](https://www.wikidata.org/wiki/Q191290),ordered pair,,,,,https://ncatlab.org/nlab/show/pair,
[Q191780](https://www.wikidata.org/wiki/Q191780),ordinal number,,,,,https://ncatlab.org/nlab/show/ordinal%2Bnumber,
[Q842755](https://www.wikidata.org/wiki/Q842755),Peano axioms,,,,,https://ncatlab.org/nlab/show/Peano%2Barithmetic,
[Q44946](https://www.wikidata.org/wiki/Q44946),point,,,,,https://ncatlab.org/nlab/show/point,
[Q474715](https://www.wikidata.org/wiki/Q474715),partially ordered set,,,,[Q474715](https://www.wikidata.org/wiki/Q474715),https://ncatlab.org/nlab/show/strict%2Bpartial%2Border,
[Q1077811](https://www.wikidata.org/wiki/Q1077811),axiom of power set,,,,,,
[Q1425985](https://www.wikidata.org/wiki/Q1425985),preorder,,,,[Q1425985](https://www.wikidata.org/wiki/Q1425985),https://ncatlab.org/nlab/show/preorder,
[Q7242162](https://www.wikidata.org/wiki/Q7242162),pretopological space,,,,,https://ncatlab.org/nlab/show/pretopological%2Bspace,
[Q1570472](https://www.wikidata.org/wiki/Q1570472),primitive recursive function,,,,,,
[Q13443840](https://www.wikidata.org/wiki/Q13443840),product category,,,[Product category](https://mathgloss.github.io/CatGloss/bct/product_category),,https://ncatlab.org/nlab/show/product%2Bcategory,
[Q13415428](https://www.wikidata.org/wiki/Q13415428),projection,,,[Projection](https://mathgloss.github.io/CatGloss/bct/projection),,https://ncatlab.org/nlab/show/projection,
[Q18345290](https://www.wikidata.org/wiki/Q18345290),Pseudocomplement,,,,,,
[Q1806121](https://www.wikidata.org/wiki/Q1806121),range of a function,,,,,https://ncatlab.org/nlab/show/range,
[Q7301281](https://www.wikidata.org/wiki/Q7301281),Realization,,,,,,
[Q2136742](https://www.wikidata.org/wiki/Q2136742),Reflexive,,,,,,
[Q470981](https://www.wikidata.org/wiki/Q470981),axiom of regularity,,,,,https://ncatlab.org/nlab/show/axiom%2Bof%2Bfoundation,
[Q1617044](https://www.wikidata.org/wiki/Q1617044),Heyting algebra,,,,,https://ncatlab.org/nlab/show/Heyting%2Balgebra,
[Q1361825](https://www.wikidata.org/wiki/Q1361825),axiom schema of replacement,,,,,https://ncatlab.org/nlab/show/axiom%2Bof%2Breplacement,
[Q1308999](https://www.wikidata.org/wiki/Q1308999),restriction,,,,,https://ncatlab.org/nlab/show/restriction,
[Q9588](https://www.wikidata.org/wiki/Q9588),Richard Nixon,,,,,,
[Q1068763](https://www.wikidata.org/wiki/Q1068763),rule of inference,,,,,,
[Q33401](https://www.wikidata.org/wiki/Q33401),Russell's paradox,,,,,https://ncatlab.org/nlab/show/Russell%27s%2Bparadox,
[Q421639](https://www.wikidata.org/wiki/Q421639),Satisfaction,,,,,,
[Q394320](https://www.wikidata.org/wiki/Q394320),,,,,,,
[Q348486](https://www.wikidata.org/wiki/Q348486),sentence,,,,,,
[Q2271572](https://www.wikidata.org/wiki/Q2271572),Separation principle,,,,,,
[Q843632](https://www.wikidata.org/wiki/Q843632),sequent,,,,,https://ncatlab.org/nlab/show/sequent,
[Q12482](https://www.wikidata.org/wiki/Q12482),set theory,,,,,https://ncatlab.org/nlab/show/set%2Btheory,
[Q5572389](https://www.wikidata.org/wiki/Q5572389),gluing axiom,,,,[Q5572389](https://www.wikidata.org/wiki/Q5572389),https://ncatlab.org/nlab/show/sheafification,
[Q7511782](https://www.wikidata.org/wiki/Q7511782),sieve,,,,,https://ncatlab.org/nlab/show/sieve,
[Q1165112](https://www.wikidata.org/wiki/Q1165112),singleton,,,,,https://ncatlab.org/nlab/show/singleton,
[Q1062242](https://www.wikidata.org/wiki/Q1062242),Grothendieck topology,,,,,https://ncatlab.org/nlab/show/%C3%A9tale%2Bsite,
[Q246475](https://www.wikidata.org/wiki/Q246475),Sober,,,,,,
[Q347599](https://www.wikidata.org/wiki/Q347599),Sort,,,,,,
[Q224772](https://www.wikidata.org/wiki/Q224772),Source,,,,,,
[Q17103642](https://www.wikidata.org/wiki/Q17103642),stalk,,,,,https://ncatlab.org/nlab/show/stalk,
[Q6035663](https://www.wikidata.org/wiki/Q6035663),inner model,,,,,,
[Q1724688](https://www.wikidata.org/wiki/Q1724688),strict,,,,,,
[Q7631737](https://www.wikidata.org/wiki/Q7631737),subobject classifier,,,,[Q7631737](https://www.wikidata.org/wiki/Q7631737),https://ncatlab.org/nlab/show/subobject%2Bclassifier,
[Q177646](https://www.wikidata.org/wiki/Q177646),subset,,,,,https://ncatlab.org/nlab/show/subset,
[Q40754](https://www.wikidata.org/wiki/Q40754),subtraction,,,,,https://ncatlab.org/nlab/show/subtraction,
[Q7632653](https://www.wikidata.org/wiki/Q7632653),successor function,,,,,,
[Q875267](https://www.wikidata.org/wiki/Q875267),necessity and sufficiency,,,,,,
[Q12485](https://www.wikidata.org/wiki/Q12485),symmetry,,,,,,
[Q230479](https://www.wikidata.org/wiki/Q230479),Target,,,,,,
[Q13560073](https://www.wikidata.org/wiki/Q13560073),Tautology,,,,,,
[Q1318370](https://www.wikidata.org/wiki/Q1318370),term,,,,,https://ncatlab.org/nlab/show/term,
[Q17988630](https://www.wikidata.org/wiki/Q17988630),Mathematical theory,,,,,,
[Q42989](https://www.wikidata.org/wiki/Q42989),topology,,,,,https://ncatlab.org/nlab/show/topology,
[Q1501387](https://www.wikidata.org/wiki/Q1501387),transitive closure,,,,,https://ncatlab.org/nlab/show/transitive%2Bclosure,
[Q913874](https://www.wikidata.org/wiki/Q913874),truth function,,,,,,
[Q185359](https://www.wikidata.org/wiki/Q185359),union,,,,,https://ncatlab.org/nlab/show/union,
[Q784645](https://www.wikidata.org/wiki/Q784645),Universal instantiation,,,,,,
[Q126695](https://www.wikidata.org/wiki/Q126695),universal quantification,,,,,https://ncatlab.org/nlab/show/universal%2Bquantifier,
[Q13222579](https://www.wikidata.org/wiki/Q13222579),upper and lower bounds,,,[Upper bound](https://mathgloss.github.io/CatGloss/bct/upper_bound),,https://ncatlab.org/nlab/show/upper%2Bbound,
[Q365832](https://www.wikidata.org/wiki/Q365832),Valuation,,,,,,
[Q852662](https://www.wikidata.org/wiki/Q852662),valuation,,,,,,
[Q338021](https://www.wikidata.org/wiki/Q338021),well-founded relation,,,,,https://ncatlab.org/nlab/show/well-founded%2Brelation,
[Q320577](https://www.wikidata.org/wiki/Q320577),Yoneda lemma,,,[Yoneda embedding](https://mathgloss.github.io/CatGloss/bct/yoneda_embedding),,https://ncatlab.org/nlab/show/Yoneda%2Blemma,
[Q136080](https://www.wikidata.org/wiki/Q136080),ZF,,,,,,
[Q4724020](https://www.wikidata.org/wiki/Q4724020),algebraic theory,,,[Algebraic theory](https://mathgloss.github.io/CatGloss/bct/algebraic_theory),,https://ncatlab.org/nlab/show/algebraic%2Btheory,
[Q1086961](https://www.wikidata.org/wiki/Q1086961),bilinear map,,,[Bilinear map](https://mathgloss.github.io/CatGloss/bct/bilinear_map),[Q1086961](https://www.wikidata.org/wiki/Q1086961),https://ncatlab.org/nlab/show/bilinear%2Bmap,
[Q444936](https://www.wikidata.org/wiki/Q444936),Canonical,,,[Canonical](https://mathgloss.github.io/CatGloss/bct/canonical),,,
[Q1208187](https://www.wikidata.org/wiki/Q1208187),diagonal functor,,,[Diagonal functor](https://mathgloss.github.io/CatGloss/bct/diagonal_functor),,https://ncatlab.org/nlab/show/diagonal%2Bfunctor,
[Q5358816](https://www.wikidata.org/wiki/Q5358816),element,,,[Element](https://mathgloss.github.io/CatGloss/bct/element),,,
[Q267903](https://www.wikidata.org/wiki/Q267903),Epic,,,[Epic](https://mathgloss.github.io/CatGloss/bct/epic),,,
[Q1379672](https://www.wikidata.org/wiki/Q1379672),evaluation,,,[Evaluation](https://mathgloss.github.io/CatGloss/bct/evaluation),,,
[Q5500272](https://www.wikidata.org/wiki/Q5500272),free object,,,[Free functor](https://mathgloss.github.io/CatGloss/bct/free_functor),,https://ncatlab.org/nlab/show/free%2Bobject,
[Q609647](https://www.wikidata.org/wiki/Q609647),identity,,,[Identity](https://mathgloss.github.io/CatGloss/bct/identity),,https://ncatlab.org/nlab/show/identity,
[Q224353](https://www.wikidata.org/wiki/Q224353),Inverse,,,[Inverse](https://mathgloss.github.io/CatGloss/bct/inverse),,,
[Q1555242](https://www.wikidata.org/wiki/Q1555242),regular representation,,,[Left regular representation](https://mathgloss.github.io/CatGloss/bct/left_regular_representation),,https://ncatlab.org/nlab/show/regular%2Brepresentation,
[Q370502](https://www.wikidata.org/wiki/Q370502),mapping,,,[Map](https://mathgloss.github.io/CatGloss/bct/map),,https://ncatlab.org/nlab/show/map,
[Q6899873](https://www.wikidata.org/wiki/Q6899873),Monic,,,[Monic](https://mathgloss.github.io/CatGloss/bct/monic),,,
[Q408620](https://www.wikidata.org/wiki/Q408620),Regular,,,[Regular](https://mathgloss.github.io/CatGloss/bct/regular),,,
[Q133250](https://www.wikidata.org/wiki/Q133250),sequence,,,[Sequence](https://mathgloss.github.io/CatGloss/bct/sequence),,https://ncatlab.org/nlab/show/sequence,
[Q207961](https://www.wikidata.org/wiki/Q207961),shape,,,[Shape](https://mathgloss.github.io/CatGloss/bct/shape),[Q207961](https://www.wikidata.org/wiki/Q207961),https://ncatlab.org/nlab/show/shape,
[Q2033899](https://www.wikidata.org/wiki/Q2033899),Stone–Čech compactification,,,[Stone-Cech compactification](https://mathgloss.github.io/CatGloss/bct/stone-cech_compactification),,https://ncatlab.org/nlab/show/Stone-%C4%8Cech%2Bcompactification,
[Q356743](https://www.wikidata.org/wiki/Q356743),Topo,,,[Topo](https://mathgloss.github.io/CatGloss/bct/topo),,,
[Q369377](https://www.wikidata.org/wiki/Q369377),total order,,,[Total order](https://mathgloss.github.io/CatGloss/bct/total_order),,https://ncatlab.org/nlab/show/total%2Border,
[Q1056428](https://www.wikidata.org/wiki/Q1056428),type theory,,,[Type](https://mathgloss.github.io/CatGloss/bct/type),,https://ncatlab.org/nlab/show/type%2Btheory,
[Q295346](https://www.wikidata.org/wiki/Q295346),Vertex,,,[Vertex](https://mathgloss.github.io/CatGloss/bct/vertex),,,
[Q1467124](https://www.wikidata.org/wiki/Q1467124),simplicial set,,,,,https://ncatlab.org/nlab/show/simplicial%2Bset,
[Q541563](https://www.wikidata.org/wiki/Q541563),subcategory,,,,,https://ncatlab.org/nlab/show/subcategory,
[Q17103180](https://www.wikidata.org/wiki/Q17103180),section,,,,,https://ncatlab.org/nlab/show/split%2Bmonomorphism,
[Q3755543](https://www.wikidata.org/wiki/Q3755543),principal homogeneous space,,,,,[torsor](https://mathgloss.github.io/MathGloss/context/torsor),
[Q27948](https://www.wikidata.org/wiki/Q27948),list,,,,,https://ncatlab.org/nlab/show/list%2Bmonad,
[Q692689](https://www.wikidata.org/wiki/Q692689),coproduct,,,,,https://ncatlab.org/nlab/show/coproduct,
[Q2156511](https://www.wikidata.org/wiki/Q2156511),cokernel,,,,,https://ncatlab.org/nlab/show/cokernel,
[Q719395](https://www.wikidata.org/wiki/Q719395),category,,,,,https://ncatlab.org/nlab/show/small%2Bcategory,
