Wikidata ID,Wikidata Label,Chicago Notes,MathLib Undergrad,Topoi,BCT,Context,nlab
[Q743179](https://www.wikidata.org/wiki/Q743179),normal subgroup,[normal subgroup](https://mathgloss.github.io/MathGloss/chicago/normal_subgroup),[normal subgroup](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/Subgroup/Basic.html#Subgroup.Normal),,,https://ncatlab.org/nlab/show/normal%2Bsubgroup,
[Q1069099](https://www.wikidata.org/wiki/Q1069099),normal-form game,[normal-form game](https://mathgloss.github.io/MathGloss/chicago/normal-form_game),,,,,
[Q1761121](https://www.wikidata.org/wiki/Q1761121),normalizer,[normalizer of a group](https://mathgloss.github.io/MathGloss/chicago/normalizer_of_a_group),,,,,
[Q726210](https://www.wikidata.org/wiki/Q726210),normed vector space,,normed vector space,,,,
[Q1991405](https://www.wikidata.org/wiki/Q1991405),nowhere dense set,[nowhere dense](https://mathgloss.github.io/MathGloss/chicago/nowhere_dense),,,,https://ncatlab.org/nlab/show/nowhere%2Bdense%2Bset,
[Q2914509](https://www.wikidata.org/wiki/Q2914509),kernel,[nullity](https://mathgloss.github.io/MathGloss/chicago/nullity),,[Q2914509](https://www.wikidata.org/wiki/Q2914509),[kernel](https://mathgloss.github.io/MathGloss/context/kernels),,
[Q11563](https://www.wikidata.org/wiki/Q11563),number,,,,,https://ncatlab.org/nlab/show/number,
[Q41509136](https://www.wikidata.org/wiki/Q41509136),open cover,[open cover](https://mathgloss.github.io/MathGloss/chicago/open_cover),,,,,
[Q331350](https://www.wikidata.org/wiki/Q331350),simplex,[open simplex](https://mathgloss.github.io/MathGloss/chicago/open_simplex),,,,https://ncatlab.org/nlab/show/simplex,
[Q213363](https://www.wikidata.org/wiki/Q213363),open set,[open](https://mathgloss.github.io/MathGloss/chicago/open),,[Open set](https://mathgloss.github.io/CatGloss/topoi/open_set),,,
[Q7098616](https://www.wikidata.org/wiki/Q7098616),opposite category,[opposite category](https://mathgloss.github.io/MathGloss/chicago/opposite_category),,[Opposite category](https://mathgloss.github.io/CatGloss/topoi/opposite_category),,https://ncatlab.org/nlab/show/opposite%2Bcategory,
[Q230664](https://www.wikidata.org/wiki/Q230664),Orbit,,[orbit (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/GroupAction/Basic.html#MulAction.orbit),,,,
[Q17859776](https://www.wikidata.org/wiki/Q17859776),orbit of a group action,[orbit](https://mathgloss.github.io/MathGloss/chicago/orbit),,,,,
[Q589491](https://www.wikidata.org/wiki/Q589491),order,,[order (group theory)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Real/Basic.html#Real.linearOrder),,,https://ncatlab.org/nlab/show/order%2Bof%2Ba%2Bgroup,
[Q1820515](https://www.wikidata.org/wiki/Q1820515),Order,,[order (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Real/Basic.html#Real.linearOrder),,,,
[Q1431456](https://www.wikidata.org/wiki/Q1431456),order,,[order (ring theory)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Real/Basic.html#Real.linearOrder),,,,
[Q54555759](https://www.wikidata.org/wiki/Q54555759),order of a group element,[order of a group element](https://mathgloss.github.io/MathGloss/chicago/order_of_a_group_element),,,,,
[Q18408315](https://www.wikidata.org/wiki/Q18408315),group order,[order of a group](https://mathgloss.github.io/MathGloss/chicago/order_of_a_group),,,,,
[Q465274](https://www.wikidata.org/wiki/Q465274),ordinary differential equation,,ordinary differential equation,,,https://ncatlab.org/nlab/show/ordinary%2Bdifferential%2Bequation,
[Q860609](https://www.wikidata.org/wiki/Q860609),generating function,[ordinary generating function](https://mathgloss.github.io/MathGloss/chicago/ordinary_generating_function),,,,https://ncatlab.org/nlab/show/generating%2Bfunction,
[Q1477782](https://www.wikidata.org/wiki/Q1477782),,,[orientation of a vector space](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Orientation.html#Orientation),,,https://ncatlab.org/nlab/show/orientation,
[Q1137726](https://www.wikidata.org/wiki/Q1137726),directed graph,[oriented edge](https://mathgloss.github.io/MathGloss/chicago/oriented_edge),,[Q1137726](https://www.wikidata.org/wiki/Q1137726),[directed graph](https://mathgloss.github.io/MathGloss/context/directed graph),https://ncatlab.org/nlab/show/source,
[Q52088805](https://www.wikidata.org/wiki/Q52088805),orthogonal Lie algebra,[orthogonal algebra](https://mathgloss.github.io/MathGloss/chicago/orthogonal_algebra),,,,,
[Q1780921](https://www.wikidata.org/wiki/Q1780921),Orthogonal complement,[orthogonal complement](https://mathgloss.github.io/MathGloss/chicago/orthogonal_complement),[orthogonal complement](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/InnerProductSpace/Orthogonal.html#Submodule.orthogonal),,,,
[Q1783179](https://www.wikidata.org/wiki/Q1783179),orthogonal group,[orthogonal group](https://mathgloss.github.io/MathGloss/chicago/orthogonal_group),[orthogonal group](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/UnitaryGroup.html#Matrix.orthogonalGroup),,,https://ncatlab.org/nlab/show/special%2Borthogonal%2Bgroup,
[Q333871](https://www.wikidata.org/wiki/Q333871),orthogonal matrix,[orthogonal matrix](https://mathgloss.github.io/MathGloss/chicago/orthogonal_matrix),,,,https://ncatlab.org/nlab/show/orthogonal%2Bmatrix,
[Q215067](https://www.wikidata.org/wiki/Q215067),orthogonality,[orthogonal](https://mathgloss.github.io/MathGloss/chicago/orthogonal),orthogonality,,,https://ncatlab.org/nlab/show/orthogonality,
[Q2365325](https://www.wikidata.org/wiki/Q2365325),orthonormal basis,,[orthonormal bases](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/InnerProductSpace/Projection.html#maximal_orthonormal_iff_basis_of_finiteDimensional),,,,
[Q1411166](https://www.wikidata.org/wiki/Q1411166),orthonormality,[orthonormal](https://mathgloss.github.io/MathGloss/chicago/orthonormal),,,,,
[Q170475](https://www.wikidata.org/wiki/Q170475),oscillation,[oscillation](https://mathgloss.github.io/MathGloss/chicago/oscillation),,,,,
[Q258374](https://www.wikidata.org/wiki/Q258374),outer measure,[outer measure](https://mathgloss.github.io/MathGloss/chicago/outer_measure),,,,,
[Q26851733](https://www.wikidata.org/wiki/Q26851733),outer regular measure,[outer regular](https://mathgloss.github.io/MathGloss/chicago/outer_regular),,,,,
[Q2748415](https://www.wikidata.org/wiki/Q2748415),orientability,[outward pointing](https://mathgloss.github.io/MathGloss/chicago/outward_pointing),,,,,
[Q11756524](https://www.wikidata.org/wiki/Q11756524),p-adic integer,[p-adic integers](https://mathgloss.github.io/MathGloss/chicago/p-adic_integers),,,,,
[Q286972](https://www.wikidata.org/wiki/Q286972),p-group,[p-group](https://mathgloss.github.io/MathGloss/chicago/p-group),,,,https://ncatlab.org/nlab/show/p-primary%2Bgroup,
[Q7134470](https://www.wikidata.org/wiki/Q7134470),Paradoxical set,[paradoxical set](https://mathgloss.github.io/MathGloss/chicago/paradoxical_set),,,,,
[Q1443036](https://www.wikidata.org/wiki/Q1443036),Parseval's theorem,,[parseval theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Fourier/AddCircle.html#tsum_sq_fourierCoeff),,,https://ncatlab.org/nlab/show/Parseval%27s%2Btheorem,
[Q186475](https://www.wikidata.org/wiki/Q186475),partial derivative,[partial derivative](https://mathgloss.github.io/MathGloss/chicago/partial_derivative),partial derivative,,,https://ncatlab.org/nlab/show/partial%2Bdifferentiation,
[Q431617](https://www.wikidata.org/wiki/Q431617),partial fraction decomposition,,partial fraction decomposition,,,https://ncatlab.org/nlab/show/partial%2Bfraction%2Bdecomposition,
[Q1756942](https://www.wikidata.org/wiki/Q1756942),partial function,,,[Partial function](https://mathgloss.github.io/CatGloss/topoi/partial_function),[Partial function](https://mathgloss.github.io/CatGloss/bct/partial_function),https://ncatlab.org/nlab/show/partial%2Bfunction,
[Q1082910](https://www.wikidata.org/wiki/Q1082910),partition,[partition of an integer](https://mathgloss.github.io/MathGloss/chicago/partition_of_an_integer),,,,,
[Q191690](https://www.wikidata.org/wiki/Q191690),partition of unity,[partition of unity](https://mathgloss.github.io/MathGloss/chicago/partition_of_unity),partition of unity,,,https://ncatlab.org/nlab/show/partition%2Bof%2Bunity,
[Q3487687](https://www.wikidata.org/wiki/Q3487687),path-connected space,[path-connected](https://mathgloss.github.io/MathGloss/chicago/path-connected),,,,,
[Q1366002](https://www.wikidata.org/wiki/Q1366002),path,[path](https://mathgloss.github.io/MathGloss/chicago/path),,[Path](https://mathgloss.github.io/CatGloss/topoi/path),,https://ncatlab.org/nlab/show/path,
[Q2997817](https://www.wikidata.org/wiki/Q2997817),perfect field,,,,,https://ncatlab.org/nlab/show/perfect%2Bfield,
[Q7168101](https://www.wikidata.org/wiki/Q7168101),perfect set,[perfect set](https://mathgloss.github.io/MathGloss/chicago/perfect_set),,,,https://ncatlab.org/nlab/show/perfect%2Bspace,
[Q184743](https://www.wikidata.org/wiki/Q184743),periodic function,,periodic function,,,https://ncatlab.org/nlab/show/periodic%2Bfunction,
[Q161519](https://www.wikidata.org/wiki/Q161519),permutation,[permutation](https://mathgloss.github.io/MathGloss/chicago/permutation),,,[Permutation](https://mathgloss.github.io/CatGloss/bct/permutation),https://ncatlab.org/nlab/show/permutation,
[Q2532943](https://www.wikidata.org/wiki/Q2532943),phase portrait,,phase portrait,,,,
[Q1778098](https://www.wikidata.org/wiki/Q1778098),pointwise convergence,,[pointwise convergence](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/Constructions.html#tendsto_pi_nhds),,,https://ncatlab.org/nlab/show/pointwise%2Bconvergence,
[Q2101158](https://www.wikidata.org/wiki/Q2101158),polar decomposition,,polar decomposition,,,https://ncatlab.org/nlab/show/polar%2Bdecomposition,
[Q1455652](https://www.wikidata.org/wiki/Q1455652),polynomial ring,[polynomial ring](https://mathgloss.github.io/MathGloss/chicago/polynomial_ring),,,,,
[Q1632419](https://www.wikidata.org/wiki/Q1632419),Pontryagin duality,[pontryagin dual](https://mathgloss.github.io/MathGloss/chicago/pontryagin_dual),,,,https://ncatlab.org/nlab/show/Pontrjagin%2Bdual,
[Q1052034](https://www.wikidata.org/wiki/Q1052034),positive-definite matrix,[positive definite](https://mathgloss.github.io/MathGloss/chicago/positive_definite),,,,,
[Q192276](https://www.wikidata.org/wiki/Q192276),measure,,[positive measure](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Measure/MeasureSpaceDef.html#MeasureTheory.Measure),,,https://ncatlab.org/nlab/show/measure%2Btheory,
[Q206925](https://www.wikidata.org/wiki/Q206925),power series,,power series expansion,,,https://ncatlab.org/nlab/show/power%2Bseries,
[Q205170](https://www.wikidata.org/wiki/Q205170),power set,[power set](https://mathgloss.github.io/MathGloss/chicago/power_set),,[Power set](https://mathgloss.github.io/CatGloss/topoi/power_set),[Power set](https://mathgloss.github.io/CatGloss/bct/power_set),https://ncatlab.org/nlab/show/power%2Bset,
[Q1393014](https://www.wikidata.org/wiki/Q1393014),pre-measure,[pre-measure](https://mathgloss.github.io/MathGloss/chicago/pre-measure),,,,,
[Q240651](https://www.wikidata.org/wiki/Q240651),prime element,[prime element of an integral domain](https://mathgloss.github.io/MathGloss/chicago/prime_element_of_an_integral_domain),,,,https://ncatlab.org/nlab/show/prime%2Belement,
[Q863912](https://www.wikidata.org/wiki/Q863912),prime ideal,[prime ideal](https://mathgloss.github.io/MathGloss/chicago/prime_ideal),[prime ideals](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RingTheory/Ideal/Basic.html#Ideal.IsPrime),,,https://ncatlab.org/nlab/show/prime%2Bideal,
[Q49008](https://www.wikidata.org/wiki/Q49008),prime number,[prime number](https://mathgloss.github.io/MathGloss/chicago/prime_number),[prime numbers](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Associated.html#Prime),,,https://ncatlab.org/nlab/show/prime%2Bnumber,
[Q1143969](https://www.wikidata.org/wiki/Q1143969),principal ideal domain,[principal ideal domain](https://mathgloss.github.io/MathGloss/chicago/principal_ideal_domain),[principal ideal domain](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RingTheory/PrincipalIdealDomain.html#Submodule.IsPrincipal),,,https://ncatlab.org/nlab/show/principal%2Bideal%2Bdomain,
[Q44382](https://www.wikidata.org/wiki/Q44382),principal ideal,[principal ideal](https://mathgloss.github.io/MathGloss/chicago/principal_ideal),,,,https://ncatlab.org/nlab/show/principal%2Bideal,
[Q207522](https://www.wikidata.org/wiki/Q207522),probability density function,,[probability density function](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Probability/Density.html#MeasureTheory.HasPDF),,,https://ncatlab.org/nlab/show/probability%2Bdensity,
[Q355020](https://www.wikidata.org/wiki/Q355020),probability measure,,[probability measure](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Measure/MeasureSpace.html#MeasureTheory.IsProbabilityMeasure),,,,
[Q919107](https://www.wikidata.org/wiki/Q919107),product,,,,[Product](https://mathgloss.github.io/CatGloss/bct/product),,
[Q1572094](https://www.wikidata.org/wiki/Q1572094),product measure,[product measure](https://mathgloss.github.io/MathGloss/chicago/product_measure),[product measure](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/MeasurableSpace/Basic.html#MeasurableSpace.pi),,,,
[Q3406712](https://www.wikidata.org/wiki/Q3406712),product ring,,[product of rings](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Ring/Pi.html#Pi.ring),,,,
[Q519967](https://www.wikidata.org/wiki/Q519967),projection,[projection](https://mathgloss.github.io/MathGloss/chicago/projection),,,,https://ncatlab.org/nlab/show/projector,
[Q942423](https://www.wikidata.org/wiki/Q942423),projective module,,,,,https://ncatlab.org/nlab/show/projective%2Bmodule,
[Q7249479](https://www.wikidata.org/wiki/Q7249479),projectivization,[projectivization](https://mathgloss.github.io/MathGloss/chicago/projectivization),,,,,
[Q11538](https://www.wikidata.org/wiki/Q11538),mathematical proof,,,,,https://ncatlab.org/nlab/show/proof,
[Q978505](https://www.wikidata.org/wiki/Q978505),pullback,[pullback along a diffeomorphism](https://mathgloss.github.io/MathGloss/chicago/pullback_along_a_diffeomorphism),,[Q978505](https://www.wikidata.org/wiki/Q978505),[pullback](https://mathgloss.github.io/MathGloss/context/fiber product),,
[Q1633079](https://www.wikidata.org/wiki/Q1633079),pushout,[pushout](https://mathgloss.github.io/MathGloss/chicago/pushout),,[Pushout](https://mathgloss.github.io/CatGloss/topoi/pushout),[Pushout](https://mathgloss.github.io/CatGloss/bct/pushout),https://ncatlab.org/nlab/show/pushout,
[Q736753](https://www.wikidata.org/wiki/Q736753),quadratic form,,[quadratic form](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/QuadraticForm/Basic.html#QuadraticForm),,,https://ncatlab.org/nlab/show/quadratic%2Bform,
[Q803531](https://www.wikidata.org/wiki/Q803531),quadratic integer,[quadratic integers](https://mathgloss.github.io/MathGloss/chicago/quadratic_integers),,,,,
[Q173853](https://www.wikidata.org/wiki/Q173853),quaternion,[quaternion algebra](https://mathgloss.github.io/MathGloss/chicago/quaternion_algebra),,,,https://ncatlab.org/nlab/show/quaternion,
[Q3966112](https://www.wikidata.org/wiki/Q3966112),quotient set,[quotient by equivalence relation](https://mathgloss.github.io/MathGloss/chicago/quotient_by_equivalence_relation),,,,,
[Q1138961](https://www.wikidata.org/wiki/Q1138961),quotient group,[quotient by normal subgroup](https://mathgloss.github.io/MathGloss/chicago/quotient_by_normal_subgroup),[quotient group](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/QuotientGroup.html#QuotientGroup.Quotient.group),,,https://ncatlab.org/nlab/show/quotient%2Bgroup,
[Q2589508](https://www.wikidata.org/wiki/Q2589508),quotient algebra,[quotient of lie algebra by ideal](https://mathgloss.github.io/MathGloss/chicago/quotient_of_lie_algebra_by_ideal),,,,,
[Q1432554](https://www.wikidata.org/wiki/Q1432554),quotient module,[quotient of modules](https://mathgloss.github.io/MathGloss/chicago/quotient_of_modules),,,,https://ncatlab.org/nlab/show/quotient%2Bmodule,
[Q1139111](https://www.wikidata.org/wiki/Q1139111),quotient topological space,[quotient of topological spaces](https://mathgloss.github.io/MathGloss/chicago/quotient_of_topological_spaces),[quotient space (topology)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/GroupAction/Quotient.html#MulAction.orbitEquivQuotientStabilizer),,,,
[Q619436](https://www.wikidata.org/wiki/Q619436),quotient ring,[quotient ring](https://mathgloss.github.io/MathGloss/chicago/quotient_ring),,,,https://ncatlab.org/nlab/show/quotient%2Bring,
[Q1393796](https://www.wikidata.org/wiki/Q1393796),quotient space,[quotient vector space](https://mathgloss.github.io/MathGloss/chicago/quotient_vector_space),[quotient space (linear algebra)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/GroupAction/Quotient.html#MulAction.orbitEquivQuotientStabilizer),,,https://ncatlab.org/nlab/show/quotient%2Bspace,
[Q1428097](https://www.wikidata.org/wiki/Q1428097),radius of convergence,,[radius of convergence](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Analytic/Basic.html#FormalMultilinearSeries.radius),,,https://ncatlab.org/nlab/show/convergence%2Bradius,
[Q2126650](https://www.wikidata.org/wiki/Q2126650),Radon measure,[radon measure](https://mathgloss.github.io/MathGloss/chicago/radon_measure),,,,https://ncatlab.org/nlab/show/Radon%2Bmeasure,
[Q1191319](https://www.wikidata.org/wiki/Q1191319),Radon–Nikodym theorem,[radon-nikodym derivative](https://mathgloss.github.io/MathGloss/chicago/radon-nikodym_derivative),,,,https://ncatlab.org/nlab/show/Radon%E2%80%93Nikodym%2Bderivative,
[Q1260803](https://www.wikidata.org/wiki/Q1260803),rank of an abelian group,[rank of a finitely generated abelian group](https://mathgloss.github.io/MathGloss/chicago/rank_of_a_finitely_generated_abelian_group),,,,,
[Q656784](https://www.wikidata.org/wiki/Q656784),rank,[rank](https://mathgloss.github.io/MathGloss/chicago/rank),[rank of a matrix](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Matrix/Rank.html#Matrix.rank),,,https://ncatlab.org/nlab/show/rank,
[Q1783502](https://www.wikidata.org/wiki/Q1783502),rate of convergence,,rate of convergence,,,,
[Q41237](https://www.wikidata.org/wiki/Q41237),rational function,,[rational functions](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/FieldTheory/RatFunc.html#RatFunc.eval),,,https://ncatlab.org/nlab/show/rational%2Bfunction,
[Q1244890](https://www.wikidata.org/wiki/Q1244890),rational number,,,,,https://ncatlab.org/nlab/show/rational%2Bnumber,
[Q12916](https://www.wikidata.org/wiki/Q12916),real number,,[real numbers](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Real/Basic.html#Real),[Real number](https://mathgloss.github.io/CatGloss/topoi/real_number),,https://ncatlab.org/nlab/show/real%2Bnumber,
[Q633815](https://www.wikidata.org/wiki/Q633815),real projective plane,[real projective space](https://mathgloss.github.io/MathGloss/chicago/real_projective_space),,,,https://ncatlab.org/nlab/show/real%2Bprojective%2Bplane,
[Q936434](https://www.wikidata.org/wiki/Q936434),symplectic group,[real symplectic group](https://mathgloss.github.io/MathGloss/chicago/real_symplectic_group),,,,https://ncatlab.org/nlab/show/symplectic%2BLie%2Balgebra,
[Q209](https://www.wikidata.org/wiki/Q209),rectangle,[rectangle](https://mathgloss.github.io/MathGloss/chicago/rectangle),,,,,
[Q3038340](https://www.wikidata.org/wiki/Q3038340),rectifiable set,[rectifiable](https://mathgloss.github.io/MathGloss/chicago/rectifiable),,,,,
[Q7306331](https://www.wikidata.org/wiki/Q7306331),reduced homology,[reduced homology group](https://mathgloss.github.io/MathGloss/chicago/reduced_homology_group),,,,https://ncatlab.org/nlab/show/reduced%2Bhomology,
[Q55631370](https://www.wikidata.org/wiki/Q55631370),refinement,[refinement](https://mathgloss.github.io/MathGloss/chicago/refinement),,,,https://ncatlab.org/nlab/show/refinement,
[Q621850](https://www.wikidata.org/wiki/Q621850),reflexive relation,[reflexive](https://mathgloss.github.io/MathGloss/chicago/reflexive),,,,https://ncatlab.org/nlab/show/reflexive%2Brelation,
[Q714886](https://www.wikidata.org/wiki/Q714886),regular polygon,,regular polygons,,,https://ncatlab.org/nlab/show/regular%2Bpolygon,
[Q1428110](https://www.wikidata.org/wiki/Q1428110),regular measure,[regular](https://mathgloss.github.io/MathGloss/chicago/regular),,,,,
[Q55643339](https://www.wikidata.org/wiki/Q55643339),Relative cycle,[relative cycle](https://mathgloss.github.io/MathGloss/chicago/relative_cycle),,,,,
[Q1959911](https://www.wikidata.org/wiki/Q1959911),relative homology,[relative homology groups](https://mathgloss.github.io/MathGloss/chicago/relative_homology_groups),,,,https://ncatlab.org/nlab/show/relative%2Bhomology,
[Q830513](https://www.wikidata.org/wiki/Q830513),residue theorem,,residue theorem,,,,
[Q697181](https://www.wikidata.org/wiki/Q697181),Riemann integral,[riemann integrable](https://mathgloss.github.io/MathGloss/chicago/riemann_integrable),,,,https://ncatlab.org/nlab/show/Riemann%2Bintegration,
[Q825857](https://www.wikidata.org/wiki/Q825857),Riemann sphere,[riemann sphere](https://mathgloss.github.io/MathGloss/chicago/riemann_sphere),,,,https://ncatlab.org/nlab/show/Riemann%2Bsphere,
[Q1156903](https://www.wikidata.org/wiki/Q1156903),Riemann sum,,[riemann sums](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/BoxIntegral/Basic.html#BoxIntegral.integralSum),,,,
[Q1187640](https://www.wikidata.org/wiki/Q1187640),,,[riemann-Lebesgue lemma](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Fourier/RiemannLebesgueLemma.html#tendsto_integral_exp_smul_cocompact),,,,
[Q1357684](https://www.wikidata.org/wiki/Q1357684),Riesz representation theorem,,[riesz representation theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/InnerProductSpace/Dual.html#InnerProductSpace.toDual),[Q1357684](https://www.wikidata.org/wiki/Q1357684),[Riesz representation theorem](https://mathgloss.github.io/MathGloss/context/Riesz representation theorem),https://ncatlab.org/nlab/show/Riesz%2Brepresentation%2Btheorem,
[Q751969](https://www.wikidata.org/wiki/Q751969),coset,[right coset](https://mathgloss.github.io/MathGloss/chicago/right_cose),,,,https://ncatlab.org/nlab/show/coset,
[Q1194212](https://www.wikidata.org/wiki/Q1194212),ring homomorphism,[ring homomorphism](https://mathgloss.github.io/MathGloss/chicago/ring_homomorphism),,,,,
[Q110571247](https://www.wikidata.org/wiki/Q110571247),normed ring,[ring norm](https://mathgloss.github.io/MathGloss/chicago/ring_norm),,,,,
[Q2064647](https://www.wikidata.org/wiki/Q2064647),ring of sets,[ring of subsets](https://mathgloss.github.io/MathGloss/chicago/ring_of_subsets),,,,,
[Q161172](https://www.wikidata.org/wiki/Q161172),ring,[ring](https://mathgloss.github.io/MathGloss/chicago/ring),[ring (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Ring/Defs.html#Ring),,,https://ncatlab.org/nlab/show/ring%2Bobject,
[Q17102802](https://www.wikidata.org/wiki/Q17102802),rng,[rng](https://mathgloss.github.io/MathGloss/chicago/rng),,,,https://ncatlab.org/nlab/show/Rng,
[Q193286](https://www.wikidata.org/wiki/Q193286),Rolle's theorem,,[rolle's theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Calculus/LocalExtr/Rolle.html#exists_deriv_eq_zero),,,,
[Q557624](https://www.wikidata.org/wiki/Q557624),rule of product,[rule of product](https://mathgloss.github.io/MathGloss/chicago/rule_of_product),,,,,
[Q2360148](https://www.wikidata.org/wiki/Q2360148),rule of sum,[rule of sum](https://mathgloss.github.io/MathGloss/chicago/rule_of_sum),,,,,
[Q1155772](https://www.wikidata.org/wiki/Q1155772),scheme,,,,[Scheme](https://mathgloss.github.io/CatGloss/bct/scheme),https://ncatlab.org/nlab/show/scheme,
[Q1816952](https://www.wikidata.org/wiki/Q1816952),Schur's lemma,,[schur's lemma](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RepresentationTheory/FdRep.html#FdRep.finrank_hom_simple_simple),,,https://ncatlab.org/nlab/show/Schur%27s%2Blemma,
[Q1369621](https://www.wikidata.org/wiki/Q1369621),Schwartz space,[schwartz space](https://mathgloss.github.io/MathGloss/chicago/schwartz_space),,,,https://ncatlab.org/nlab/show/Schwartz%2Bspace,
[Q1363919](https://www.wikidata.org/wiki/Q1363919),second-countable space,[second-countable](https://mathgloss.github.io/MathGloss/chicago/second-countable),,,,https://ncatlab.org/nlab/show/second-countable%2Bspace,
[Q6500908](https://www.wikidata.org/wiki/Q6500908),self-adjoint operator,[self-adjoint](https://mathgloss.github.io/MathGloss/chicago/self-adjoint),,,,https://ncatlab.org/nlab/show/self-adjoint%2Boperator,
[Q7449310](https://www.wikidata.org/wiki/Q7449310),semi-locally simply connected space,[semi-locally simply connected](https://mathgloss.github.io/MathGloss/chicago/semi-locally_simply_connected),,,,,
[Q291126](https://www.wikidata.org/wiki/Q291126),semidirect product,[semidirect product](https://mathgloss.github.io/MathGloss/chicago/semidirect_product),,,,https://ncatlab.org/nlab/show/semidirect%2Bproduct,
[Q207348](https://www.wikidata.org/wiki/Q207348),semigroup,[semigroup](https://mathgloss.github.io/MathGloss/chicago/semigroup),,,,https://ncatlab.org/nlab/show/semigroup,
[Q2366896](https://www.wikidata.org/wiki/Q2366896),semisimple Lie algebra,[semisimple lie algebra](https://mathgloss.github.io/MathGloss/chicago/semisimple_lie_algebra),,,,https://ncatlab.org/nlab/show/semisimple%2BLie%2Bgroup,
[Q1485102](https://www.wikidata.org/wiki/Q1485102),semisimple module,[semisimple module](https://mathgloss.github.io/MathGloss/chicago/semisimple_module),,,,https://ncatlab.org/nlab/show/semisimple%2Bring,
[Q81376506](https://www.wikidata.org/wiki/Q81376506),semisimple representation,[semisimple representation of a lie algebra](https://mathgloss.github.io/MathGloss/chicago/semisimple_representation_of_a_lie_algebra),,,,,
[Q680081](https://www.wikidata.org/wiki/Q680081),separable space,[separable metric space](https://mathgloss.github.io/MathGloss/chicago/separable_metric_space),,,,https://ncatlab.org/nlab/show/separable%2Bspace,
[Q2996364](https://www.wikidata.org/wiki/Q2996364),convergent sequence,[sequence convergence](https://mathgloss.github.io/MathGloss/chicago/sequence_convergence),,,,,
[Q1135427](https://www.wikidata.org/wiki/Q1135427),sequentially compact space,[sequentially compact](https://mathgloss.github.io/MathGloss/chicago/sequentially_compact),,,,,
[Q170198](https://www.wikidata.org/wiki/Q170198),series,,,,,https://ncatlab.org/nlab/show/series,
[Q36161](https://www.wikidata.org/wiki/Q36161),set,,,,,https://ncatlab.org/nlab/show/set,
[Q1064405](https://www.wikidata.org/wiki/Q1064405),parity of a permutation,[sign of permutation](https://mathgloss.github.io/MathGloss/chicago/sign_of_permutation),,,,https://ncatlab.org/nlab/show/signature%2Bof%2Ba%2Bpermutation,
[Q298582](https://www.wikidata.org/wiki/Q298582),Signature,,[signature (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/Perm/Sign.html#Equiv.Perm.sign),[Q298582](https://www.wikidata.org/wiki/Q298582),[signature](https://mathgloss.github.io/MathGloss/context/signature),,
[Q7512811](https://www.wikidata.org/wiki/Q7512811),signature,,[signature (topology)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/GroupTheory/Perm/Sign.html#Equiv.Perm.sign),,,https://ncatlab.org/nlab/show/signature,
[Q1764371](https://www.wikidata.org/wiki/Q1764371),signed measure,[signed measure](https://mathgloss.github.io/MathGloss/chicago/signed_measure),,,,,
