Title,Link,Normalized,Candidates
independent sigma-algebras,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Independence/Basic.html#ProbabilityTheory.iIndep,independentsigmaalgebras,
discrete law,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/ProbabilityMassFunction/Basic.html#PMF,discretelaw,
independence of random variables,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Independence/Basic.html#ProbabilityTheory.iIndepFun,independenceofrandomvariables,Q578985 (0.840; token_jaccard=0.60) convergence of random variables [layer3.csv]
Kolmogorov's $0$-$1$ law,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Independence/ZeroOne.html#ProbabilityTheory.measure_zero_or_one_of_measurableSet_limsup_atTop,kolmogorovs01law,
mean of product of independent random variables,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Independence/Integration.html#ProbabilityTheory.IndepFun.integral_mul_of_integrable,meanofproductofindependentrandomvariables,
moment of a random variable,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Moments/Basic.html#ProbabilityTheory.moment,momentofarandomvariable,
Bernoulli law,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/ProbabilityMassFunction/Constructions.html#PMF.bernoulli,bernoullilaw,
$\mathrm{L}^p$ convergence,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Function/LpSpace/Basic.html#MeasureTheory.Lp,mathrmlpconvergence,
Markov inequality,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Integral/Lebesgue/Markov.html#MeasureTheory.mul_meas_ge_le_lintegral,markovinequality,Q176674 (0.867; token_jaccard=0.67) Markov brothers' inequality [layer3.csv]; Q842436 (0.867; token_jaccard=0.67) Markov's inequality [layer5.csv]
Chebyshev inequality,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Moments/Variance.html#ProbabilityTheory.meas_ge_le_variance_div_sq,chebyshevinequality,Q249514 (0.867; token_jaccard=0.67) Chebyshev's inequality [layer3.csv]; Q11791721 (0.867; token_jaccard=0.67) Chebyshev-Bienayme inequality [layer5.csv]
affine function,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/AffineSpace/AffineMap.html#AffineMap,affinefunction,
affine span,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/AffineSpace/AffineSubspace/Defs.html#affineSpan,affinespan,
Euclidean affine space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Analysis/Normed/Group/AddTorsor.html#NormedAddTorsor,euclideanaffinespace,Q382698 (0.867; token_jaccard=0.67) affine space [layer4.csv]; Q17295 (0.867; token_jaccard=0.67) Euclidean space [layer4.csv]
angle,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Euclidean/Angle/Unoriented/Basic.html#InnerProductGeometry.angle,angle,
smooth or analytic manifold (with boundary and corners),https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IsManifold/Basic.html#IsManifold,smoothoranalyticmanifoldwithboundaryandcorners,
smooth map between manifolds,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/ContMDiff/Defs.html#ContMDiff,smoothmapbetweenmanifolds,
product of manifolds,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IsManifold/Basic.html#IsManifold.prod,productofmanifolds,
disjoint union of manifolds,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IsManifold/Basic.html#IsManifold.disjointUnion,disjointunionofmanifolds,Q48995627 (0.840; token_jaccard=0.60) disjoint union of graphs [layer4.csv]
interior of a manifold,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IsManifold/InteriorBoundary.html#ModelWithCorners.interior,interiorofamanifold,
boundary of a manifold,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IsManifold/InteriorBoundary.html#ModelWithCorners.boundary,boundaryofamanifold,
pullback of vector fields,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/VectorField/Pullback.html#VectorField.mpullback,pullbackofvectorfields,
integral curves,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IntegralCurve/Basic.html#IsMIntegralCurve,integralcurves,
local existence of integral curves,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IntegralCurve/ExistUnique.html#exists_isMIntegralCurveAt_of_contMDiffAt_boundaryless,localexistenceofintegralcurves,
uniform time existence,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IntegralCurve/UniformTime.html#exists_isMIntegralCurve_of_isMIntegralCurveOn,uniformtimeexistence,
uniqueness of integral curves,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IntegralCurve/ExistUnique.html#isMIntegralCurveOn_Ioo_eqOn_of_contMDiff_boundaryless,uniquenessofintegralcurves,
Lie algebra of a Lie group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/GroupLieAlgebra.html#GroupLieAlgebra,liealgebraofaliegroup,Q7037183 (0.867; token_jaccard=0.67) nilradical of a Lie algebra [layer5.csv]; Q17046402 (0.867; token_jaccard=0.67) radical of a Lie algebra [layer4.csv]; Q3930077 (0.867; token_jaccard=0.67) rank of a Lie algebra [layer3.csv]; Q763735 (0.867; token_jaccard=0.67) representation of a Lie group [layer4.csv]
general linear group as a Lie group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/Instances/UnitsOfNormedAlgebra.html#Units.instLieGroupModelWithCornersSelf,generallineargroupasaliegroup,
discrete spaces are 0-manifolds,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/IsManifold/Basic.html#IsManifold.of_discreteTopology,discretespacesare0manifolds,
0-manifolds are discrete spaces,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/ChartedSpace.html#ChartedSpace.discreteTopology,0manifoldsarediscretespaces,
(smooth) trivial vector bundle,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/VectorBundle/Basic.html#Bundle.Trivial.contMDiffVectorBundle,smoothtrivialvectorbundle,
(smooth) direct sum of vector bundles,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/VectorBundle/Basic.html#Bundle.Prod.contMDiffVectorBundle,smoothdirectsumofvectorbundles,
(smooth) pullback vector bundle,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/VectorBundle/Pullback.html#ContMDiffVectorBundle.pullback,smoothpullbackvectorbundle,
(smooth) Hom bundle,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Geometry/Manifold/VectorBundle/Hom.html#ContMDiffVectorBundle.continuousLinearMap,smoothhombundle,
prime spectrum,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Spectrum/Prime/Defs.html#PrimeSpectrum,primespectrum,
Nullstellensatz,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Nullstellensatz.html#MvPolynomial.vanishingIdeal_zeroLocus_eq_radical,nullstellensatz,
finite,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Fintype/Pigeonhole.html#Fintype.exists_ne_map_eq_of_card_lt,finite,
Catalan numbers,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Enumerative/Catalan.html#catalan,catalannumbers,
Bell numbers,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Enumerative/Bell.html#Multiset.bell,bellnumbers,
Dyck words,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Enumerative/DyckWord.html#DyckWord,dyckwords,
Four functions theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/FourFunctions.html#four_functions_theorem,fourfunctionstheorem,
Harris-Kleitman inequality,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/HarrisKleitman.html#IsLowerSet.le_card_inter_finset,harriskleitmaninequality,
Ahlswede-Zhang identity,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/AhlswedeZhang.html#AhlswedeZhang.infSum_eq_one,ahlswedezhangidentity,
LYM inequality,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/LYM.html#Finset.lubell_yamamoto_meshalkin_inequality_sum_card_div_choose,lyminequality,
Maximum size of an intersecting family,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/Intersecting.html#Set.Intersecting.is_max_iff_card_eq,maximumsizeofanintersectingfamily,
Kleitman's theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/Kleitman.html#Finset.card_biUnion_le_of_intersecting,kleitmanstheorem,
VC dimension,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SetFamily/Shatter.html#Finset.vcDim,vcdimension,
degree-sum formula,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/DegreeSum.html#SimpleGraph.sum_degrees_eq_twice_card_edges,degreesumformula,
Strongly regular graphs,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/StronglyRegular.html#SimpleGraph.IsSRGWith,stronglyregulargraphs,
Triangle counting lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/Triangle/Counting.html#SimpleGraph.triangle_counting,trianglecountinglemma,
Triangle removal lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/Triangle/Removal.html#SimpleGraph.triangle_removal,triangleremovallemma,
van der Waerden theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/HalesJewett.html#Combinatorics.exists_mono_homothetic_copy,vanderwaerdentheorem,Q764287 (0.920; token_jaccard=0.80) Van der Waerden's theorem [layer4.csv]; Q3878705 (0.840; token_jaccard=0.60) Van der Waerden notation [layer1.csv]; Q7913892 (0.840; token_jaccard=0.60) Van der Waerden number [layer1.csv]; Q7913891 (0.840; token_jaccard=0.60) Van der Waerden test [layer1.csv]
sets without arithmetic progressions,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/AP/Three/Defs.html#ThreeAPFree,setswithoutarithmeticprogressions,
Roth's theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/Corner/Roth.html#roth_3ap_theorem_nat,rothstheorem,
Behrend's construction,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/AP/Three/Behrend.html#Behrend.roth_lower_bound,behrendsconstruction,
doubling constant,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/DoublingConst.html#Finset.addConst,doublingconstant,
Ruzsa triangle inequality,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/PluenneckeRuzsa.html#Finset.ruzsa_triangle_inequality_sub_sub_sub,ruzsatriangleinequality,
Plünnecke-Petridis inequality,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/PluenneckeRuzsa.html#Finset.pluennecke_petridis_inequality_add,plunneckepetridisinequality,
Small tripling implies small powers,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/SmallTripling.html#Finset.small_pow_of_small_tripling,smalltriplingimpliessmallpowers,
Erdős–Ginzburg–Ziv theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/ErdosGinzburgZiv.html#ZMod.erdos_ginzburg_ziv,erdosginzburgzivtheorem,
Additive energy,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/Energy.html#Finset.addEnergy,additiveenergy,
Freiman homomorphisms,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Additive/FreimanHom.html#IsAddFreimanHom,freimanhomomorphisms,
translation number,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Dynamics/Circle/RotationNumber/TranslationNumber.html#CircleDeg1Lift.translationNumber,translationnumber,
translation numbers define a group action up to semiconjugacy,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Dynamics/Circle/RotationNumber/TranslationNumber.html#CircleDeg1Lift.semiconj_of_group_action_of_forall_translationNumber_eq,translationnumbersdefineagroupactionuptosemiconjugacy,
translation number defines a homeomorphism up to semiconjugacy,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Dynamics/Circle/RotationNumber/TranslationNumber.html#CircleDeg1Lift.semiconj_of_bijective_of_translationNumber_eq,translationnumberdefinesahomeomorphismuptosemiconjugacy,
omega-limit sets,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Dynamics/OmegaLimit.html#omegaLimit,omegalimitsets,
fixed points,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Dynamics/FixedPoints/Basic.html#Function.fixedPoints,fixedpoints,
periodic points,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Dynamics/PeriodicPts/Defs.html#Function.periodicPts,periodicpoints,
array,https://leanprover-community.github.io/mathlib4_docs/Init/Prelude.html#Array,array,
lazy list,https://leanprover-community.github.io/mathlib4_docs/Batteries/Data/MLList/Basic.html#MLList,lazylist,
weak sequence,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/WSeq/Basic.html#Stream'.WSeq,weaksequence,
ordered set,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Ordmap/Ordset.html#Ordset,orderedset,Q474715 (0.867; token_jaccard=0.67) partially ordered set [layer4.csv]; Q7574848 (0.867; token_jaccard=0.67) special ordered set [layer1.csv]; Q3054922 (0.867; token_jaccard=0.67) totally ordered set [layer5.csv]; Q54561312 (0.867; token_jaccard=0.67) well-ordered set [layer2.csv]
key-value map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/List/AList.html#AList,keyvaluemap,
red-black map,https://leanprover-community.github.io/mathlib4_docs/Batteries/Data/RBMap/Basic.html#Batteries.RBMap,redblackmap,
hash map,https://leanprover-community.github.io/mathlib4_docs/Std/Data/HashMap/Basic.html#Std.HashMap,hashmap,
finitely supported function,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Finsupp/Defs.html#Finsupp,finitelysupportedfunction,
finite map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Finmap.html#Finmap,finitemap,
red-black tree,https://leanprover-community.github.io/mathlib4_docs/Batteries/Data/RBMap/Basic.html#Batteries.RBSet,redblacktree,
size-balanced binary search tree,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Ordmap/Ordnode.html#Ordnode,sizebalancedbinarysearchtree,Q29792340 (0.920; token_jaccard=0.80) balanced binary search tree [layer5.csv]; Q11061289 (0.840; token_jaccard=0.60) balanced binary tree [layer5.csv]; Q623818 (0.840; token_jaccard=0.60) binary search tree [layer4.csv]
W type,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/W/Basic.html#WType,wtype,
in terms of general recursive functions,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/Partrec.html#Computable,intermsofgeneralrecursivefunctions,
in terms of Turing machines,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/TMComputable.html#Turing.TM2Computable,intermsofturingmachines,
Rice theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/Halting.html#ComputablePred.rice,ricetheorem,Q5874979 (0.867; token_jaccard=0.67) Hobby–Rice theorem [layer4.csv]; Q1893717 (0.867; token_jaccard=0.67) Rice's theorem [layer4.csv]; Q7323144 (0.867; token_jaccard=0.67) Rice–Shapiro theorem [layer5.csv]
Turing degrees,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/TuringDegree.html#TuringDegree,turingdegrees,
language,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/Language.html#Language,language,
Arden's lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/Language.html#Language.self_eq_mul_add_iff,ardenslemma,
regular language,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/DFA.html#Language.IsRegular,regularlanguage,
DFA,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/DFA.html#DFA,dfa,
NFA,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/NFA.html#NFA,nfa,
$\varepsilon$-NFA,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/EpsilonNFA.html#εNFA,varepsilonnfa,
regular expression,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/RegularExpressions.html#RegularExpression,regularexpression,
context-free language,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/ContextFreeGrammar.html#Language.IsContextFree,contextfreelanguage,
ordinal,https://leanprover-community.github.io/mathlib4_docs/Mathlib/SetTheory/Ordinal/Basic.html#Ordinal,ordinal,
model of ZFC,https://leanprover-community.github.io/mathlib4_docs/Mathlib/SetTheory/ZFC/Basic.html#ZFSet,modelofzfc,
first-order structure,https://leanprover-community.github.io/mathlib4_docs/Mathlib/ModelTheory/Basic.html#FirstOrder.Language.Structure,firstorderstructure,
satisfiability,https://leanprover-community.github.io/mathlib4_docs/Mathlib/ModelTheory/Satisfiability.html#FirstOrder.Language.Theory.IsSatisfiable,satisfiability,
elementary embedding,https://leanprover-community.github.io/mathlib4_docs/Mathlib/ModelTheory/ElementaryMaps.html#FirstOrder.Language.ElementaryEmbedding,elementaryembedding,
