Title,Link,Normalized,Candidates
adjunction in terms of unit and counit,https://arxiv.org/pdf/1612.09375#page=60,adjunctionintermsofunitandcounit,
injectivity of unit unit and counit,https://arxiv.org/pdf/1612.09375#page=71,injectivityofunitunitandcounit,
unit as initial object unit and counit,https://arxiv.org/pdf/1612.09375#page=68,unitasinitialobjectunitandcounit,
element unit and counit,https://arxiv.org/pdf/1612.09375#page=108,elementunitandcounit,
enveloping algebra unit and counit,https://arxiv.org/pdf/1612.09375#page=51,envelopingalgebraunitandcounit,
property unit and counit,https://arxiv.org/pdf/1612.09375#page=9,propertyunitandcounit,
determines object uniquely unit and counit,https://arxiv.org/pdf/1612.09375#page=10,determinesobjectuniquelyunitandcounit,
upper bound,https://arxiv.org/pdf/1612.09375#page=136,upperbound,Q107083970 (0.867; token_jaccard=0.67) minimal upper bound [layer5.csv]; Q17104455 (0.867; token_jaccard=0.67) upper bound theorem [layer3.csv]
van Kampen's theorem,https://arxiv.org/pdf/1612.09375#page=15,vankampenstheorem,Q372037 (0.840; token_jaccard=0.60) Seifert–van Kampen theorem [layer3.csv]; Q594571 (0.840; token_jaccard=0.60) van Aubel's theorem [layer3.csv]; Q15844093 (0.840; token_jaccard=0.60) van Schooten's theorem [layer3.csv]
category of vector spaces,https://arxiv.org/pdf/1612.09375#page=20,categoryofvectorspaces,Q5051854 (0.920; token_jaccard=0.80) category of topological vector spaces [layer5.csv]; Q5051850 (0.840; token_jaccard=0.60) category of metric spaces [layer2.csv]; Q2000555 (0.840; token_jaccard=0.60) category of topological spaces [layer2.csv]; Q114559305 (0.840; token_jaccard=0.60) theory of vector spaces [layer2.csv]
is not cartesian closed vector space,https://arxiv.org/pdf/1612.09375#page=173,isnotcartesianclosedvectorspace,
colimits in vector space,https://arxiv.org/pdf/1612.09375#page=145,colimitsinvectorspace,
epics in vector space,https://arxiv.org/pdf/1612.09375#page=142,epicsinvectorspace,
equalizers in vector space,https://arxiv.org/pdf/1612.09375#page=122,equalizersinvectorspace,
is not essentially small vector space,https://arxiv.org/pdf/1612.09375#page=84,isnotessentiallysmallvectorspace,
limits in vector space,https://arxiv.org/pdf/1612.09375#page=129,limitsinvectorspace,
is locally small vector space,https://arxiv.org/pdf/1612.09375#page=84,islocallysmallvectorspace,
monics in vector space,https://arxiv.org/pdf/1612.09375#page=131,monicsinvectorspace,
products in vector space,https://arxiv.org/pdf/1612.09375#page=118,productsinvectorspace,
sums in vector space,https://arxiv.org/pdf/1612.09375#page=135,sumsinvectorspace,
direct sum of vector spaces,https://arxiv.org/pdf/1612.09375#page=118,directsumofvectorspaces,
dual vector space,https://arxiv.org/pdf/1612.09375#page=32,dualvectorspace,Q752487 (0.867; token_jaccard=0.67) dual space [layer3.csv]; Q125977 (0.867; token_jaccard=0.67) vector space [layer5.csv]
free vector space,https://arxiv.org/pdf/1612.09375#page=28,freevectorspace,Q1071203 (0.867; token_jaccard=0.67) free space [layer2.csv]; Q122359156 (0.867; token_jaccard=0.67) free vector [layer3.csv]; Q125977 (0.867; token_jaccard=0.67) vector space [layer2.csv]
unit of vector space,https://arxiv.org/pdf/1612.09375#page=59,unitofvectorspace,
functions on vector space,https://arxiv.org/pdf/1612.09375#page=32,functionsonvectorspace,Q42796958 (0.840; token_jaccard=0.60) continuous functions vector space [layer5.csv]
weakly initial,https://arxiv.org/pdf/1612.09375#page=170,weaklyinitial,
Yoneda embedding,https://arxiv.org/pdf/1612.09375#page=98,yonedaembedding,
does not preserve colimits Yoneda embedding,https://arxiv.org/pdf/1612.09375#page=161,doesnotpreservecolimitsyonedaembedding,
preserves exponentials Yoneda embedding,https://arxiv.org/pdf/1612.09375#page=176,preservesexponentialsyonedaembedding,
preserves limits Yoneda embedding,https://arxiv.org/pdf/1612.09375#page=160,preserveslimitsyonedaembedding,
for monoids Yoneda lemma,https://arxiv.org/pdf/1612.09375#page=107,formonoidsyonedalemma,
as group Yoneda lemma,https://arxiv.org/pdf/1612.09375#page=47,asgroupyonedalemma,
as ring Yoneda lemma,https://arxiv.org/pdf/1612.09375#page=10,asringyonedalemma,
ZFC (Zermelo--Fraenkel with choice),https://arxiv.org/pdf/1612.09375#page=87,zfczermelofraenkelwithchoice,
