Wikidata ID,Title,Link,Label,Layer,Score,Reason,Alternates,Provenance
Q170058,continuous function,https://emilyriehl.github.io/files/context.pdf#page=36,continuous function,layer2.csv,1.000,exact_letters,Q25488023 (1.000; exact_letters) continuous function [layer2.csv]; Q5165476 (1.000; exact_letters) continuous function [layer3.csv]; Q1537963 (0.867; token_jaccard=0.67) Hölder continuous function [layer5.csv]; Q29035552 (0.867; token_jaccard=0.67) left-continuous function [layer5.csv],layer_match
Q7241077,presheaf,https://emilyriehl.github.io/files/context.pdf#page=36,presheaf,layer3.csv,1.000,exact_letters,,layer_match
Q1467124,simplicial set,https://emilyriehl.github.io/files/context.pdf#page=36,simplicial set,layer3.csv,1.000,exact_letters,,layer_match
Q288465,group action,https://emilyriehl.github.io/files/context.pdf#page=36,group action,layer2.csv,1.000,exact_letters,Q16951242 (0.867; token_jaccard=0.67) continuous group action [layer5.csv]; Q121074575 (0.867; token_jaccard=0.67) faithful group action [layer5.csv]; Q121069543 (0.867; token_jaccard=0.67) free group action [layer5.csv]; Q48975267 (0.867; token_jaccard=0.67) group-scheme action [layer5.csv],layer_match
Q133868384,G-set,https://emilyriehl.github.io/files/context.pdf#page=36,G-set,layer1.csv,1.000,exact_letters,Q127244 (1.000; token_jaccard=1.00) Gδ set [layer5.csv],layer_match
Q20827113,G-space,https://emilyriehl.github.io/files/context.pdf#page=36,G-space,layer2.csv,1.000,exact_letters,,layer_match
Q13443840,product of category,https://emilyriehl.github.io/files/context.pdf#page=37,product category,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q5051852,category of categories,https://emilyriehl.github.io/files/context.pdf#page=38,category of small categories,layer5.csv,0.900,token_jaccard=0.75,,layer_match
Q766522,categorification of the fundamental theorem of Galois theory,https://emilyriehl.github.io/files/context.pdf#page=39,fundamental theorem of Galois theory,layer3.csv,0.886,token_jaccard=0.71,,layer_match
Q2020004,Galois extension,https://emilyriehl.github.io/files/context.pdf#page=39,Galois extension,layer5.csv,1.000,exact_letters,,layer_match
Q730384,Galois group,https://emilyriehl.github.io/files/context.pdf#page=39,Galois group,layer3.csv,1.000,exact_letters,Q332407 (0.867; token_jaccard=0.67) absolute Galois group [layer5.csv],layer_match
Q1756942,partial function,https://emilyriehl.github.io/files/context.pdf#page=39,partial function,layer1.csv,1.000,exact_letters,,layer_match
Q60790315,automorphism group,https://emilyriehl.github.io/files/context.pdf#page=40,automorphism group,layer3.csv,1.000,exact_letters,Q40289167 (1.000; token_jaccard=1.00) group automorphism [layer4.csv]; Q97621539 (0.867; token_jaccard=0.67) Edge Automorphism Group [layer4.csv]; Q77980592 (0.867; token_jaccard=0.67) inner automorphism group [layer5.csv]; Q77980689 (0.867; token_jaccard=0.67) outer automorphism group [layer5.csv],layer_match
Q2297777,dual basis,https://emilyriehl.github.io/files/context.pdf#page=41,dual basis,layer4.csv,1.000,exact_letters,,layer_match
Q1442189,natural transformation,https://emilyriehl.github.io/files/context.pdf#page=41,natural transformation,layer2.csv,1.000,exact_letters,Q25304046 (0.867; token_jaccard=0.67) lax natural transformation [layer1.csv],layer_match
Q110535030,natural isomorphism,https://emilyriehl.github.io/files/context.pdf#page=42,natural isomorphism,layer3.csv,1.000,exact_letters,,layer_match
